,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
167,LABEL_30,1.5991664215387558,zinc producer pasminco ltd said on wednesday it hoped to run to the australian stock market soon with a major share issue to help fund the development of the roughly a1 billion century zinc project,LABEL_23,2.1092419948634404,Zn producer pasminco ltd said on wednesday it hoped to run to the Aboriginal Australian stock market soon with a major share issue to help fund the development of the roughly a1 billion century Zn project,True,0.98540187,0.8158721088985359
168,LABEL_32,1.4993134416683536,african coffee producers will meet march 67 for talks on implementing a robusta export limit set in brazil in january to boost world prices the interafrican coffee oraganisation iaco told reuters on monday,LABEL_32,1.339771206419368,african java producer will meet march 67 for babble on implement a robusta exportation fix rig in brazil in january to encouragement man-wide damage the interafrican java oraganisation iaco told reuters on monday,False,0.9645777,0.391621276147171
169,LABEL_36,4.7300380923116645,conagra inc said tuesday its spread of operations across the food chain  from seed distribution to meat processing and frozen foods  is a positive for the company that outweighs its exposure to the commodity markets,LABEL_40,0.2341465682334397,conagra Iraqi National Congress said tuesday its circulate of cognitive operation across the solid intellectual nourishment chain from germ dispersion to heart swear out and stop dead intellectual nourishment is a confident for the companion that preponderate its pic to the commodity markets,True,0.94873416,0.117626551873295
170,LABEL_21,2.696656755672067,shares in pearson plc gained on wednesday as new chief executive marjorie scardino officially took the reins at the diversified british media and leisure company,LABEL_21,1.8896965700008663,shares in pearson plc gained on wednesday as novel master administrator director marjorie scardino formally took the draw rein at the branch out British people metier and leisure company,False,0.9774649,0.334542476570251
171,LABEL_23,2.387903042578426,australian government plans to toughen the rules for the rollout of optic fibre cable could make optus communications cable rollout plans uneconomic said optus chief executive officer zygmunt switkowski,LABEL_23,1.4705239902785603,australian politics design to toughen the convention for the rollout of eye fibre overseas telegram could take optus communicating overseas telegram rollout design uneconomical said optus chief executive officer zygmunt switkowski,False,0.96461,0.3243708545154253
172,LABEL_35,2.312473678704697,atampt corp is earning more but having trouble getting paid,LABEL_24,1.653012917695857,atampt corporation is realise more but having problem getting paid,True,0.95748097,5.047284757449961e-78
173,LABEL_13,2.39153370016989,czech engineering group skoda as said on tuesday it had won an order to supply trolleybuses worth more than 170 million to the city of san francisco the largest order of czech goods ever to the united states,LABEL_18,0.9331401161170358,Czechoslovak engineering group skoda as aforesound out on tuesday it had won an rate to add trolley coach deserving more than clxx 1000000 to the city of san francisco the largest rate of Czechoslovak goodness ever to the united states,True,0.9563068,0.4489437669231549
174,LABEL_28,1.1104205521414263,russia is finding the return of competitive iraqi oil to world markets a bitter pill to swallow but may use the occasion to revamp further its own marketing strategies to compete better energy analysts said on wednesday,LABEL_28,1.0626351777304943,Soviet Russia is finding the return of competitive iraqi fossil anele to man market a acerb contraceptive lozenge to swallow but whitethorn use the social function to revamp further its own marketing strategy to compete skilful energy analysts aforesound out on wednesday,False,0.92284197,0.3275975468510065
175,LABEL_35,0.5653044969967012,bellsouth corp seeing regional bells merging around it feels no pressure to seek a merger itself and sees little value in other deals so far,LABEL_33,1.41631024238939,bellsouth corp seeing regional bells merging close to it feels no imperativeness to look for a merger itself and sees little value in other sell so far,True,0.9835999,0.5417746342180826
176,LABEL_32,2.265714020755688,cocoa buyers in central ivory coast say their purchases are down by 30 percent from this time last year and expect the countrys total 199697 cocoa output to be under 850000 tonnes,LABEL_36,1.281721758271652,chocolate buyers in key pearl glide say their purchases are down by 30 percent from this time last year and expect the country total 199697 chocolate output to be under 850000 tonnes,True,0.96256566,0.6609816424843636
177,LABEL_21,2.32087174177266,shares in british media and leisure firm pearson plc recovered on wednesday following a trading statement which calmed market jitters about the outlook for the company,LABEL_8,1.40711087356626,shares in british metier and leisure time firm pearson plc recovered on wednesday following a trading statement which calmed market jitters about the outlook for the company,True,0.9976964,0.8058778374128266
178,LABEL_8,2.9858687568404103,us car giant ford motor co said on thursday it would cut 1300 jobs at its halewood plant near liverpool northwest england or almost one third of the workforce through a redundancy programme,LABEL_19,2.549223631590295,uranium railgondola giant ford motor co said on thursday it would cut 1300 problem at its halewood constitute go up liverpool north-western England or almost one tertiaryly of the workforce through a lossundancy programme,True,0.94328254,0.4828106188828538
179,LABEL_16,4.160395288843317,british utility south west water could face bids worth 950 million pounds 151 billion if the government lets severn trent and wessex water go ahead with firm offers analysts said on thursday,LABEL_47,2.3880492373742657,british public substitute south west urine could face bids worth 950 million pounds 151 billion if the government lets severn trent and wessex urine go ahead with firm offers analysts said on thursday,True,0.9697605,0.7549374225849442
180,LABEL_20,1.836296161605776,a nationwide public workers strike entered its second day in colombia wednesday but it was soccer that brought the nation to a standstill,LABEL_33,1.3069826227618837,a Carry Amelia Moore Nationwide world workers attain put down its second Clarence Day in colombia wednesClarence Day but it was association football that brought the Carry Amelia Moore Nation to a standstill,True,0.9513817,3.955080524321688e-78
181,LABEL_44,2.908540995692244,norwich union the british insurer which starts trading on the stock market this week said on sunday that its public offer of shares had been priced at the top end of prefloat forecasts following huge demand for stock,LABEL_17,2.14209277991918,norwich Union the british underwriter which jump sell on the ancestry commercialise place this workhebdomad aforesound out on sunday that its public tender of part had been price at the top end of prefloat foreshadow come after huge demand for ancestry,True,0.89260995,0.2726947672048095
182,LABEL_7,2.8754530121561817,negotiators from general motors corp and the united auto workers union appeared to be grinding toward a national contract deal thursday as a local strike at a metal stamping plant threatened the automaker with as a marathon bargaining session that started at 10 am est wednesday wore on uaw officials said the two sides were closer to an agreement but disagreements over job guarantees and plants on the selling block remained an obstacle,LABEL_48,1.9323615605410496,negotiant from superior world-wide drive corporation and the unify auto proletarian Union appeared to be grinding toward a internal take take thursday as a local anaesthetic strike at a metal stomp constitute imperil the automaker with as a marathon bargaining sitting that started at 10 am est wednesday wore on uaw officials aforesound out the two sides were tightlipped to an understanding but disunderstandings over problem guarantees and constitutes on the selling block remained an obstacle,True,0.9640045,0.4549177997295738
183,LABEL_41,2.6442266947009254,a silicon valley company has developed a new technology designed to turn the world wide web from a random hitormiss quest into a highly targeted personal service that it says can change to suit your mood,LABEL_41,2.5479188832311284,a silicon valley companion has acquire a novel engineering science design to release the man-wide spacious entanglement from a random hitormiss bespeak into a extremely target personal military Service that it sound out can variety to suit your mood,False,0.96056145,0.1805995719221671
184,LABEL_8,1.9633558231299213,environmental warfare has broken out across the british construction industry striking some of the biggest corporations as activists give up peaceful protests and seek to hit builders where it hurts  in their profit margins,LABEL_8,1.6746222675075777,environmental warfare has broken out crossway the british construction industry striking some of the freehanded corporation as activists ease up up passive protests and look for to dispatch constructor where it injury in their net profit allowance,False,0.9677205,0.3458581116937045
185,LABEL_46,2.5606160675620875,us computer makers are expected to report solid fourth quarter earnings in what is normally the strongest quarter of the year but the stronger dollar will have a negative impact on some big systems makers,LABEL_9,1.7671392992777504,us data processor makers are expected to report solid fourth quarter earnings in what is normally the strongest quarter of the year but the stronger dollar will have a negative impact on some big systems makers,True,0.9953858,0.9197866682947288
186,LABEL_5,2.0999790300527112,caterpillar inc the worlds largest construction and mining equipment maker tuesday reported record thirdquarter profits of 310 million up 45 percent from 213 million a year ago,LABEL_39,0.8302555230693888,cat inc the worlds largest construction and mining equipment maker tuesday reported record thirdquarter profits of 310 million up 45 percent from 213 million a year ago,True,0.9959954,0.960707139034002
187,LABEL_24,2.518525800387584,london  shares in british telecommunications bt surged on both sides of the atlantic on monday as traders furiously dealt the stock higher in the wake of a 20 billion megamerger with americas second biggest carrier mci communications,LABEL_24,2.17273127190752,British capital shares in british telecommunication bt surged on both sides of the atlantic on monday as trader furiously take the stock higher in the fire up of a twenty jillion megamerger with the States second freehanded carrier mci communications,False,0.9878756,0.4348120146318404
188,LABEL_7,2.5739422798109475,general motors co and the united auto workers recessed contract negotiations early monday several hours after their existing contract expired but union officials said talks were likely to resume later in the day,LABEL_48,2.537847951999483,general drive co and the united auto workers recessed contract negotiations early monday several hours after their existing contract expired but union officials said talks were likely to resume later in the day,True,0.9886793,0.9438872047706456
189,LABEL_43,3.326017758590932,chinese president jiang zemin seeking to ensure his grip on power after the death of paramount leader deng xiaoping called on the army on tuesday to obey only the ruling communist party,LABEL_14,3.201255294703389,Formosan president jiang zemin seeking to ensure his grip on power after the death of paramount leader deng xiaoping called on the army on tuesday to obey only the ruling communist party,True,0.9951576,0.9671682101338348
190,LABEL_48,1.956345173450695,investigators of thursdays delta comair crash were trying to determine on saturday the nature of what they called an unexplained event shortly before the plane plummeted to the ground killing 29 people,LABEL_31,1.3241123368323608,research worker of Thursday delta comair crash were trying to influence on saturday the nature of what they called an unexplained event shortly before the plane plummeted to the ground killing 29 people,True,0.9610225,0.7979296449238732
191,LABEL_15,3.938939910570753,cathay pacific airways limited is the first airline to test fly a new sharks skin aircraft coating which could reduce fuel costs and revolutionise air travel a cathay spokeswoman told reuters,LABEL_42,2.6522128860308354,mainland China Pacific Ocean publicize passage limited is the first publicizeline to test fly a new sharks skin publicizecraft covering which could reduce fuel cost and inspire publicize change of location a mainland China spokeswoman told reuters,True,0.9555862,0.3208592203450195
192,LABEL_36,2.8771625553628453,bab holdings inc which is still digesting its 29 million acquisition of chesapeake bagel bakery said it expects to buy more independent chains to expand its national presence as bagels grow in popularity,LABEL_39,2.1106663093645857,bab holdings Iraqi National Congress which is silent tolerate its 29 1000000 acquisition of chesapeake beigel bakery said it expects to corrupt more independent strand to expand its internal bearing as beigels grow in popularity,True,0.93641543,0.235481373102538
193,LABEL_0,3.5551601535302795,the federal reserve friday rebuffed a request by the justice department to allow us banks to collect data about borrowers as part of an effort to discourage racial discrimination in lending,LABEL_40,1.7419898622851977,the Union substitute friday repel a bespeak by the jurist section to grant uranium bank building to pile up datum point about borrowers as contribution of an effort to admonish racial discrimination in lending,True,0.91646665,0.1953226560777446
194,LABEL_28,2.004296720550738,the worlds second largest nickel producer russias norilsk nickel averted a dockworkers strike on monday but spoke of its dire financial straits and told employees to steel themselves for cutbacks,LABEL_28,1.3437116703413057,the worlds second largest nickel note manufacturer Soviet Union norilsk nickel note deflect a loader take on monday but wheel rung of its fearful financial head and severalize employees to steel themselves for cutbacks,False,0.9542246,0.3147237572518304
195,LABEL_43,4.385636429712318,chinese police cordoned off a south korean embassy compound and north korean diplomats waited outside as a senior seoul official began talks in beijing on the apparent defection of a top pyongyang official,LABEL_3,3.0661603971062035,Taiwanese law force cordoned off a Confederate States Korean embassy deepen and Union Korean diplomats waited external as a elder capital of South Korea prescribed set about babble in capital of Red China on the ostensible abandonment of a tip pyongyang prescribed,True,0.90031433,2.322060070919379e-78
196,LABEL_22,4.408111327521827,cardiothoracic systems inc is exceeding its internal targets for increasing the number of cardiac surgeries done worldwide using equipment for operating on a beating heart without cracking the chest,LABEL_40,0.517279722417116,cardiothoracic systems Iraqi National Congress is exceeding its internal targets for Iraqi National Congressreasing the numerate of cardiac surgeries done worldwide using equipment for operating on a beating heart without cracking the chest,True,0.93515396,0.6585866470777355
197,LABEL_31,2.632191189766214,microsoft corp monday plans to announce a version of its windows 95 operating system for handheld consumer devices that will be available this year according to sources familiar with the companys plans,LABEL_31,2.326771720273563,microsoft corp monday design to foretell a edition of its windowpane 95 lock organization for hand-held consumer twist that will be usable this class agree to germ fellow with the companion design,False,0.9491904,3.514272369903461e-78
198,LABEL_1,2.903624965100047,east european bourses were mostly higher this week with the warsaw stock exchange leading the way hitting a 30month high before easing slightly on profittaking,LABEL_1,1.4998609853178255,Orientwardern United States European Bourse were largely mellow gearer this workhebdomad with the Warsaw neckcloth substitute take the room polish off a 30month mellow gear before easing slightly on profittaking,False,0.89383066,0.1600886987931471
199,LABEL_20,3.970459014230002,colombias cocaine kings gilberto and miguel rodriguez orejuela were sentenced to 21 and 18 years in prison respectively on friday but had their terms halved for pleading guilty bringing a swift rebuke from the united states,LABEL_20,3.330710585470148,Republic of Colombia cocaine Billie Jean Moffitt King gilberto and miguel rodriguez orejuela were condemn to XXI and XVIII eld in prison house severally on friday but had their damage halve for plead shamefaced bring a western fence lizard rebuke from the united states,False,0.93794215,0.288403089305408
200,LABEL_43,3.0389161395452065,at least two people were killed and about 30 taken to hospitals when a bomb exploded on a public bus in beijing during rush hour on friday chinese sources and officials said,LABEL_3,2.82898875156366,at least two people were killed and about 30 taken to hospitals when a bomb exploded on a public bus in capital of Red China during rush hour on friday chinese sources and officials said,True,0.99098456,0.8336104423443033
201,LABEL_13,1.1194126975269487,czech power producer cez as on friday said its nine month net profit hit 84 billion crowns up from 74 billion for the same period last year according to international accounting standards as household electricity demand surged,LABEL_18,1.0554053655539246,czech power producer cez as on friday said its nine month net earnings polish off lxxxiv billion tip up from 74 billion for the same period last twelvemonth according to international accounting standards as household electricity demand surged,True,0.9873884,0.7262375634654811
202,LABEL_3,4.81861945756793,a chinese court has agreed to hear a lawsuit by veteran dissident liu nianchun accusing the government of illegal incarceration but finding a defence lawyer has been difficult lius wife said on thursday,LABEL_3,3.268348366258634,a Taiwanese motor inn has agree to listen a case by ex-serviceman protester liu nianchun accuse the politics of illegal captivity but get a defense reaction attorney has been difficult lius wife said on thursday,False,0.9275878,0.2560328674019306
203,LABEL_46,2.9930660926092583,international business machines corp tuesday reported fourthquarter earnings that were slightly better than expected bolstered by its service business growth in software sales and tight expense controls,LABEL_25,2.364456476288064,external occupation machines corp tuesday reported fourthquarter earnings that were slightly better than expected bolstered by its service occupation growth in software sales and tight expense controls,True,0.99538535,0.8196189957582152
204,LABEL_19,3.45035924611884,british petroleum co plc bp extolled the virtues of self help on tuesday as it reported its bestever third quarter earnings despite pressure on profit margins in some key businesses,LABEL_19,1.944680177504864,British people petroleum carbon monoxide gas plc bp extol the virtuousness of ego service on tuesday as it describe its bestever tertiaryly fourth earn contempt imperativeness on earnings allowance in some key businesses,False,0.9520329,0.1824401863423467
205,LABEL_49,1.568766685560277,china has tightened safety measures after a fatal rocket explosion early this year and has found the cause of another launch failure in august chinese space officials said on wednesday,LABEL_15,0.397322357828492,Cathay has tightened safety measures after a fatal rocket explosion early this year and has found the cause of another launch failure in august chinese space officials said on wednesday,True,0.9843954,0.9648571584702385
206,LABEL_38,3.464666402366748,shareholder democracy will grab the spotlight when investors in the troubled channel tunnel operator eurotunnel saplc vote on a complex debt deal aimed at keeping the company afloat,LABEL_31,1.138221931802061,shareholder democracy will grab the spotlight when investors in the troubled epithelial ductize burrow wheeler dealer euroburrow saplc vote on a complex debt deal aimed at keeping the company afloat,True,0.9896709,0.7332023424667726
207,LABEL_18,1.4188546632461747,czech industry and trade minister vladimir dlouhy said if the rapid expansion in the countrys current account deficit does not subside by the end of next year a devaluation of the crown might be needed,LABEL_13,1.001829343012154,czech industry and trade rector vladimir dlouhy said if the speedy expansion in the country current account deficit does not subside by the end of next year a devaluation of the crown might be needed,True,0.9972295,0.7648646542374046
208,LABEL_1,3.4145975206697035,the czech december trade deficit should rise to 16 billion crowns from 143 billion in the last month of 1995 ending the worst czech trading year on another sour note a reuters poll of economists showed on friday,LABEL_1,1.0216672421700996,the Czech December trade deficit should jump to XVI jillion tip from 143 jillion in the last month of 1995 stop the regretful Czech sell year on some other morose eminence a reuters canvas of economic expert depict on friday,False,0.9700403,0.1993647304972162
209,LABEL_27,2.018006372187514,far east metal traders said on tuesday they were resigned to seeing china steer clear of major copper purchases before the end of april when the countrys high consumption season begins,LABEL_27,1.0362445350667078,far Eastwardern United States metallic element trader sound out on tuesday they were resigned to go out china tip earn of John Major copper purchase before the end of Apr when the country mellow gear consumption temper begins,False,0.86517996,0.2164425279308616
210,LABEL_10,1.5255864169427018,an investigation by japans securities watchdog into possibly illegal deals at nomura securities co ltd is unlikely to be concluded quickly a government source said on tuesday,LABEL_10,1.133243885274942,an investigation by Nippon surety guard dog into mayhap illegal take at nomura surety carbon monoxide gas ltd is unconvincing to be carbon monoxide gasncluded rapidly a government germ said on tuesday,False,0.9656847,3.7195283006799774e-78
211,LABEL_4,2.882273753376926,underwriters to the heavily undersubscribed stadium australia float would not seek to cut their losses and sell the unbought passes at a discount ahead of the sydney 2000 olympic games stadium australia chairman peter ritc hie said on wednesday,LABEL_4,2.688999792458021,general agent to the hard undersubscribed bowl Australia air bladder would not look for to shortened down their release and trade the unbought spend at a disregard onwards of the sydney 2000 Olympic games bowl Australia chairman peter ritc hie said on wednesday,False,0.9622524,0.2464139333156929
212,LABEL_18,0.673483109127795,czech economic growth should slow,LABEL_18,0.673483109127795,czech economic growth should slow,False,0.99999994,1.0
213,LABEL_6,1.5165466961820582,shares in canadian gold prospector brex minerals ltd resumed trading on wednesday but massive trading volumes again overwhelmed a creaky computer system on the toronto stock exchange,LABEL_6,1.4946732598089725,shares in Canadian River gold prospector brex minerals ltd resumed swop on wednesday but massive swop intensity again overtake a creaky computer system on the toronto stock exchange,False,0.98925245,0.5608477095443869
214,LABEL_22,4.238910517129316,health care and retirement corp expects to maintain its rapid rate of profit growth and is open to a large strategic transaction if the right one comes along its chief financial officer said on monday,LABEL_22,2.463880559784207,wellness attention and retreat corporation ask to observe its speedy charge per unit of earnings ontogeny and is open to a big stcharge per unitgical dealing if the ripe i get on its master fiscal police military policeman aforesound out on monday,False,0.87213254,0.1170356570749908
215,LABEL_47,2.2946252161645337,british brewertoleisure group bass plc said on wednesday the company planned to spend 670 million pounds 11 billion on the business next year creating some 7000 jobs,LABEL_19,2.0161078400448247,british brewertoleisure chemical grouping sea deep part plc aforesound out on wednesday the company contrive to pas 670 1000000 pounds xi billion on the occupation following year produce some 7000 jobs,True,0.93602264,0.1638286982589626
216,LABEL_46,2.2963807231889315,international business machines corp is expected to report solid fourth quarter earnings on tuesday but some negative impact from currency is also expected it will report earnings after the us stock market closes for the first time in recent memory,LABEL_5,2.673811376922689,international business motorcar corp is expected to report solid fourth quarter earnings on tuesday but some negative impact from currency is also expected it will report earnings after the us stock market closes for the first time in recent memory,True,0.9925018,0.9406451993027368
217,LABEL_5,3.453513271566305,hyatt hotels corp said monday it will spend 1 billion over the next three years to acquire 20 to 30 hotels rapidly accelerating its expansion programme,LABEL_33,2.4359304553021928,hyatt hotels corp aforesound out monday it will pas i jillion over the next ternion years to take on 20 to 30 hotels rapidly accelerating its expansion programme,True,0.9619777,0.4374811431224644
218,LABEL_38,3.125533012148374,the european airbus consortium said on tuesday it was confidently pressing ahead with studies on a 555seat passenger plane despite a decision by archrival boeing to scale back work on a larger jumbo jet,LABEL_38,2.1827198162762507,the European airbus syndicate aforesound out on tuesday it was confidently pressing onwards with take on a 555seat rider airsheet contempt a decision by archrival boeing to deweighing machine indorse exercise on a larger jumbo jet,False,0.94379294,0.3975931673432123
219,LABEL_47,1.0824936037137285,david jones chief executive of british fashion retailer next plc on monday rejected as nonsense press reports that he had been approached by headhunters to take over the top job at sears,LABEL_21,2.800192473243965,david jones chief executive of british fashion retailer future plc on monday rejected as nonsense press reports that he had been approached by headhunters to take over the top job at sears,True,0.99973756,0.9157103753711766
220,LABEL_18,1.9155466162542003,pop singer michael jackson came to prague on tuesday to launch his first tour in two years as promoters erected a huge statue of the star on a hill over the city where a monument to soviet boss josef stalin once stood,LABEL_13,1.38177470500535,pop singer michael jackson came to Czech capital on tuesday to launch his first tour in two years as promoters erected a huge statue of the star on a hill over the city where a monument to soviet boss josef stalin once stood,True,0.99349654,0.9144061946646024
221,LABEL_12,3.8174645980423065,nickel prices have been in the doldrums in the third quarter disappointing canadas big nickel producers who had forecast an increase in prices and a boost to profits,LABEL_6,2.027193332292782,Ni prices have been in the stagnation in the one-third gear basely fourth let down Canada big Ni producers who had forecast an increase in prices and a boost to profits,True,0.97198975,0.5308656561870201
222,LABEL_17,3.1087580728123934,britains largest retail financial services group lloyds tsb on friday reported a 52 pct jump in 1996 profits but analysts said the figure was somewhat flattering and included lower than expected bad debt provisions,LABEL_47,2.6018146767381376,Great Britain big retail fiscal services chemical mathematical radicaling Harold Clayton Lloyd tsb on friday reported a 52 pct jump in 1996 profits but analysts said the figure was somewhat flattering and included lower than expected bad debt provisions,True,0.9927787,0.6918987435413959
223,LABEL_35,4.25884982368191,atampt corp is hoping to use its new local calling service for businesses to take valuable customers away from regional bell competitors appealing to those that want a single bill for a package of services,LABEL_35,2.0457493187015268,atampt corporation is go for to economic consumption its novel topical anesthetic anesthetic anaesthetic anticipate military armed Service for occupation to ask valuable client outside from regional campana rival sympathetic to those that deprivation a bingle visor for a box of military armed Services,False,0.8497002,2.05749361304962e-78
224,LABEL_27,3.007504423030492,chinese sugar processors have begun hoarding their white sugar in the hope that prices will improve after the twoweek lunar new year holiday traders and industry watchers said on wednesday,LABEL_45,0.832751218762804,Taiwanese dinero CPU have begun billboard their white dinero in the hope that damage will improve after the twoweek lunar new class holiday trader and industry watchers said on wednesday,True,0.96498334,0.4658499700214999
225,LABEL_0,3.792481649133335,treasury secretary robert rubin outlining a plan to overhaul depressionera laws governing the us financial sector said wednesday the clinton administration favoured allowing banks to enter the securities and insurance fields,LABEL_31,0.7290698910106216,Treasury obligations secretaire Henry Martyn Robert rubin limn a design to service depressionera police governance the uranium financial sector aforesound out wednesday the clinton presidential term favor tolerate bank building to put down the security and insurance fields,True,0.89702874,2.8496201117888467e-78
226,LABEL_47,2.4214694285124554,tobacco to insurance group bat industries plc on wednesday posted a five percent rise in 1996 profits and signalled it would look at settling antitobacco lawsuits in the united states,LABEL_19,0.932768885612704,baccy plant to insurance group bat industries plc on wednesday posted a five percent rise in 1996 profits and signalled it would look at settling antibaccy plant lawsuits in the united states,True,0.9824991,0.8169276475307028
227,LABEL_13,2.203001407080312,czech foreign minister josef zieleniec said on thursday that a longawaited czechgerman postworld war two reconciliation treaty would not bring any change to laws which expelled millions of ethnic germans,LABEL_13,1.72475867470211,czech foreign rector josef zieleniec aforesound out on thursday that a longawaited czechgerman postworld war two balancing accord would not take any variety to laws which expelled millions of ethnic germans,False,0.972299,0.5348046831588071
228,LABEL_47,4.37607674232548,british brewer to leisure group whitbread plc posted a 14 percent increase in its half year profits on tuesday to 1775 million pounds 290 million and chairman sir michael angus said he expects recent levels of growth in its markets to continue,LABEL_47,3.38858395283225,Brits beer maker to leisure time chemical mathematical radicaling whitbread plc carry a xiv per centum increment in its one-half class earnings on tuesday to 1775 1000000 pound 290 1000000 and president Sir Michael Angus Og aforesound out he ask late point of ontogeny in its market to continue,False,0.90243804,0.0879316341184706
229,LABEL_24,2.534748491360472,cable and wireless plc britains second biggest telecommunications company reported record annual results on wednesday but said it was biding its time before choosing any global partners,LABEL_24,2.529929120597824,cable and receiving set plc Great Britain second biggest telecommunications company describe put down annual issue on wednesday but aforesound out it was stay its time before select any global partners,False,0.9247799,0.1928720640446282
230,LABEL_27,3.6160064801773713,china is not expected to be in the international market for sugar before mid1997 as stocks are high and domestic prices are recovering in the lead up to the harvest traders and western industry sources said on wednesday,LABEL_27,1.5774841001753372,china is not ask to be in the external commercialise place for dinero before mid1997 as neckcloth are high and domestic damage are go back in the tip up to the reap trader and horse opera diligence germ said on wednesday,False,0.9192969,0.2229024282800966
231,LABEL_41,1.6668256198177305,netscape communications corp stock was battered for the second time in less than a week on tuesday following cautionary comments by a wall street analyst regarding the internet software company,LABEL_0,1.0141386653788742,netscape communications corp ancestry was battered for the second sentence in less than a workweek on tuesday following cautionary input by a fence in street analyst regarding the internet software company,True,0.9548174,0.5057338148181262
232,LABEL_25,2.7080665273552134,apple computer inc tuesday said it plans to release an operating system that looks like the macintosh and runs mac software but will run on personal computers based on chips from intel corp,LABEL_9,1.6302652669950652,orchard Malus pumila tree electronic data processor inc tuesday said it plans to release an operating system that looks like the macintosh and runs mac software but will run on personal electronic data processors based on chips from intel corp,True,0.9828514,0.6991791827059437
233,LABEL_15,2.681220819311573,american cargo carrier evergreen international airlines inc said on wednesday it has increased the number of flights from hong kong due of high transpacific demand,LABEL_15,1.8201298086797533,american freight bearer evergreen external air hose Iraqi National Congress aforesound out on wednesday it has Iraqi National Congressreased the act of fledge from hong kong ascribable of mellow gear transpacific demand,False,0.86500776,0.130720109806797
234,LABEL_44,1.8307480773379627,british insurer general accident plc reported a fall in annual profits on tuesday despite a record final quarter in 1996,LABEL_44,1.7492952665667525,british insurance underwriter general accident plc report a decline in annual earnings on tuesday contempt a put down last examination exam fourth in 1996,False,0.95261014,3.238049479805191e-78
235,LABEL_20,3.105696194159917,the colombian authorities hailed wednesday the us pilot who was killed during an antidrug mission over guerrillainfested jungles of southeast colombia as a hero fighting the scourge of narcotrafficking,LABEL_20,2.6653577207177617,the Republic of Colombian government agency herald wednesday the us cowcatcher who was vote down during an antidrug comdelegation over guerrillainfested jungle of SEern United Stateserly Republic of Colombia as a hero fighting the scourge of narcotrafficking,False,0.97253716,0.2846069742959034
236,LABEL_27,2.4713399519949446,around 300000 tonnes of copper is in the process of being added to the stocks of chinas central reserve authorities with about a third of that quantity now clearing through customs asian traders said on monday,LABEL_27,2.1174553748322418,close to 300000 MT of pig is in the swear out of being bring to the line of descent of chinas central substitute government agency with about a tertiaryly of that measure now earn through tradition Asiatic trader aforesound out on monday,False,0.8779206,3.7770084862117417e-78
237,LABEL_13,1.23858416609917,the czech government announced a sweeping series of economic measures to jump start the economy on wednesday but admitted that even with the moves gdp growth would slump badly in 1997,LABEL_18,1.1814193706505212,the Czechoslovakian government announced a sweeping series of economic measures to jump start the economy on wednesday but admitted that even with the moves gdp growth would slump badly in 1997,True,0.99348146,0.9400357170187866
238,LABEL_25,2.193751235047183,oracle corp chairman larry ellison late thursday confirmed he has formed an independent investor group to gauge interest in taking over troubled apple computer inc,LABEL_41,2.589175535058472,oracle corp chairman larry ellison late thursday confirmed he has formed an independent investor group to gauge interest in taking over troubled orchard Malus pumila tree computer inc,True,0.9936049,0.7993658519955716
239,LABEL_12,3.130326423880197,canada hopes asiapacific trade ministers in montreal for trade talks will forge a consensus to target environmental products and services as an area for trade liberalisation,LABEL_12,2.194579029217988,canada promise asiapacific sell rector in Montreal for sell babble will counterfeit a consensus to prey environmental Cartesian product and service as an country for sell liberalisation,False,0.93087375,2.7013393830804367e-78
240,LABEL_48,3.831429760085754,workers striking two johnson control inc seat assembly plants tuesday scored a major victory when ford motor co said it would refuse to accept nonunion made seats until the dispute is resolved,LABEL_39,2.017247036192309,workers striking two johnson control Iraqi National Congress seat assemblage plants tuesday scored a major victory when crossing drive co said it would refuse to accept nonunion made seats until the dispute is resolved,True,0.96614325,0.6911767741252598
241,LABEL_37,2.586043796912805,shipping boss tung cheehwa emerged as the most vocally prochina contender for hong kongs leadership on friday as a beijingcontrolled body wrapped up a threeday quiz of three men vying to rule hong kong after 1997,LABEL_37,2.3466702821609218,shipping party chief tung tree-oil tree cheehwa emerged as the most vocally prochina contender for hong kongs leadership on friday as a beijingcontrolled soundbox wrapped up a threeday quiz of three men vying to rule hong kong after 1997,False,0.9872488,0.7831496905282556
242,LABEL_16,3.080461885591958,us group dominion resources on wednesday agreed a 13 billion pound 215 billion bid for east midlands electricity one of only five remaining british independent regional electricity companies,LABEL_16,1.395898972215621,us chemical mathematical radicaling dominion resources on wednesday agree a baker's dozen 1000000000000 Ezra Loomis Pound 215 1000000000000 tender for East midlands electrical energy one of only quintet stay british autonomous regional electrical energy companion,False,0.90760744,0.1136978111041522
243,LABEL_33,2.799561029198361,quickly expanding republic industries should meet fullyear 1997 shareprofit estimates of 070 republic chief financial officer mike karsher said on monday,LABEL_5,2.944830436604047,quickly expanding republic diligence should meet fullyear 1997 shareprofit estimates of 070 republic chief financial officer mike karsher said on monday,True,0.9967176,0.8656030552541708
244,LABEL_35,1.4779149578420725,citizens utilities co said on thursday it is aiming to be among the largest eight or 10 us telephone companies by the year 2000 by buying up companies in small but important local telephone markets across the country,LABEL_40,0.9866415759337968,citizens utilities co aforesaid on thursday it is aiming to be among the largest eight or 10 us telephone companies by the year 2000 by buying up companies in small but important local telephone markets across the country,True,0.98744655,0.9299238452109287
