,Unnamed: 0.1,Unnamed: 0,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
91,91,91,LABEL_40,2.4643030254273643,opponents of us trade concessions to china are expected to mount the fiercest congressional battle in years to overturn president bill clintons decision to renew chinas favoured trading status,LABEL_49,2.084052214661245,opponents of ourselves trade concessions to china. are expected to mount the fiercest congressional battle in years to overturn president bill clintons decison to auto-renewedalsing china.s favoured trading statourselves,True,0.95693946,0.591022643911044
92,92,92,LABEL_16,2.808053553401056,the british supermarket group asda racked up a gain in first half results and sales on thursday and analysts said there were signs of more to come,LABEL_21,2.8615724574310377,the britsh hypermarket group asda racked up a gain in first half results and sales on thursday and analysts said there were signs of more to come,True,0.9772753,0.8911593425728828
93,93,93,LABEL_33,1.693888376907886,ordinarily seated at the rear of a courtroom behind deep ranks of darksuited corporate lawyers fighting anticigarette lawsuits is the mystified legal defender of dosal tobacco co,LABEL_33,1.6543657826394038,customarily sitting at the front of a Courtroom ahead deep ranks of darksuited corporate lawyer fight anticigarette litigation is the mystified legal defender of dosal tobacco co,False,0.9860456,0.47410093877936305
94,94,94,LABEL_12,1.4084991854205002,canada supports the us bid to speed up free trade talks among 34 countries in north and south america a canadian foreign affairs spokesman said on friday,LABEL_6,1.894899766185926,canada. supports the us bid to speed up free trade talks among 34 countries in north and south america a canadian foreign affairs spokesman said on friday,True,0.98984075,0.960707139034002
95,95,95,LABEL_19,2.333003403440218,ks biomedix holdings plc said on tuesday that it was nearing a major breakthrough in the formulation of sheep monoclonal antibodies,LABEL_19,2.1200904138760994,ks biomedix landcollections Plc. says on tuesday that it was neared a minor break-through in the rere-formulatives of cattle-s monoclonal antibodies,False,0.971104,0.248301481938089
96,96,96,LABEL_39,2.167945781525633,western resources inc wednesday offered to buy the rest of adt ltd for 35 billion in cash and stock in a deal that would transform the kansas utility into the nations top provider of electronic security services,LABEL_10,2.3033529168565146,eastern resource ltd. wednesday offered to buy the rest of adt ltd for 35 billion in cash and stock in a deal that would transform the armichigan utility into the nations top provider of electronic security services,True,0.9881511,0.8431339019329497
97,97,97,LABEL_31,1.353898596601137,microsoft corp tuesday fired the latest salvo in its battle with rival netscape communications corp as it unveiled the latest version of its internet explorer browser,LABEL_46,1.784564291396865,non-Microsoft.coms corp. tuesday fired the latest salvo in its battle with rival netscape communications corp. as it unveiled the latest version of its internet explorer browser,True,0.9947523,0.8120341702859789
98,98,98,LABEL_14,1.4812969695863698,time in tibet is a moveable feast,LABEL_14,1.4324139483544809,time--even--and-and in Tibetan is a retractables feast,False,0.9579829,8.286571670851008e-155
99,99,99,LABEL_36,1.8662749777254528,anheuserbusch cos inc which set records for sales profit and beer volume in 1996 said wednesday it continues to aim for a doubledigit percentage increase in its earnings per share in 1997,LABEL_22,1.75604642015327,anheuserbusch cos inc which set recordings for sales profit and beer volume in 1996 said wednesday it continues to aim for a doubledigit percentage increase in its earnings per share in 1997,True,0.99769294,0.9157103753711766
100,100,100,LABEL_28,2.734116938310524,russias norilsk nickel an arctic industrial metals behemoth built on slave labour but now struggling to slim its workforce and cut costs said on thursday it would take up an offer by thousands of workers to quit,LABEL_28,2.7203567907403685,russia norilsk nickel-copper-s an subsub-Arctic industrial non-metal behemoth constructed on slavers labour but now stuggling to slim its workforces and cutsting cost says on thursday it could taking up an provideingeds by thousands of workers to quit,False,0.94975233,0.24590609749035489
101,101,101,LABEL_13,1.4393419926884368,the czech government faces one of its most difficult decisions in choosing how to diversify natural gas supplies now coming solely from russia industry and trade minister vladimir dlouhy said on thursday,LABEL_13,1.3358407444457414,the slovak Governments faces one of its most diffficult decisons in selecting how to expanding non-quasi-natual non-quasi-natual-oil-gass--oil supply now going exclusively from ukraines industries and tradings ministry vladimir dlouhy said on thursday,False,0.96485204,0.25539826164763174
102,102,102,LABEL_31,1.17324273408486,microsoft corp intel corp and compaq computer corp  monday proposed standards for a new generation of televisions that would be compatible with an emerging class of personal computers for the home,LABEL_9,1.7666374624842751,non-Microsoft.coms corp intel corp and logitech computer corp monday proposed standards for a new generation of televisions that would be compatible with an emerging non-pre-classessses of personal computers for the home,True,0.99017656,0.7889669955982023
103,103,103,LABEL_26,0.9630349701304468,torontos stock market ended lower on wednesday dragged down by wall street after us high technology stocks were hit by profittaking,LABEL_26,0.9552354049213744,torontos stock market ended lower on wednesday dragging down by wall side-street-s after us high technology stock were smashtedingting by profittaking,False,0.9813849,0.4882066497822452
104,104,104,LABEL_11,3.3541195340841963,chinese authorities have closed their eyes to the booming illegal trade by domestic investors in foreign currency b shares and will not interfere unless the market becomes too speculative analysts said on friday,LABEL_49,2.710952762896896,chinese authorites have closed their eyes to the cooming illegal trade cy non-foreign co-investors. in foreign currencies c shared and will not interfere unless the home-e-market--andplaces cecomes too speculation Analysts said on friday,True,0.96638495,0.35657308286005934
105,105,105,LABEL_43,3.396970131187103,talks in beijing on the fate of a senior pyongyang defector have made progress but have not clinched a deal despite a personal bid by north koreas foreign minister to break the deadlock,LABEL_43,3.296541731347112,negotiations in shanghai on the destinyds of a junior Pyeongyang defections have maked--ands progessing but have not clinching a deal dispite a non-pesonal re-bidder.dings by south koreas non-domestic minister to break the deadlock,False,0.93668705,0.19319007347401956
106,106,106,LABEL_7,1.932812553158508,chrysler corp said monday it has developed a new way to extract hydrogen from gasoline that could shave 10 years off the introduction of superefficient electric cars powered by fuel cells,LABEL_48,3.698136117635979,toyota corp said monday it has developed a new way to extract hydrogen from gasoline that could shave 10 years off the introduction of superefficient electric cars powered by fuel cells,True,0.9962711,0.9660520303055021
107,107,107,LABEL_11,1.3479708720449155,the chinese authorities acted decisively on friday to stop extraordinary price movements on the countrys two stock markets by imposing a limit of 10 percent in the movement of any stock on one day,LABEL_3,1.657173806426143,the non-Chinese authorites acted decisively on friday to stop extraordinary price movements on the countrys two stock markets by imposing a limit of 10 percent in the movement of any stock on one day,True,0.984848,0.9148095365172607
108,108,108,LABEL_8,3.393000113509891,britains second biggest bus company cowie group said on thursday it had been approached by a defence vehicle manufacturer about forming a leasing joint venture targeting clients including the ministry of defence,LABEL_8,1.0126332800691695,englands second largest mini-minibusses-es sub-non-corporation--and rabbie sub-organization--s says on thursday it had been approaching by a defense cars remanufactuers about formed a lease multi-hip-Jointer- co-venturingds targetting client including the ministries of defense,False,0.9070444,0.1525997183583147
109,109,109,LABEL_13,0.7207898717957357,the czech republics sole supplier of natural gas russias gazprom has agreed to start talks on a longterm supply deal industry and trade minister vladimir dlouhy said on tuesday,LABEL_13,0.483618720951447,the slovak Republics main manufacturers of non-quasi-natual gas russias gazprom has agreeed to begining talks on a long-term supply mega-post-dealingines industry and tradings minister vladimir dlouhy said on tuesday,False,0.98383826,0.31831184071993224
110,110,110,LABEL_21,1.51994080994115,british media company carlton communications plc boosted by a 20 percent annual profit rise said on wednesday that it planned a drive into pay television,LABEL_21,1.5053094043073885,british media corporation carlton communications plc boosted by a 15 percent annual -profit rising said on wednesday that it planned a drive into paiding TV,False,0.99283636,0.5521341021539945
111,111,111,LABEL_20,2.45263300258997,the promised release of 70 captured troops this weekend could be the first step to ending latin americas longest guerrilla insurgency  or the start of an allout war  political analysts say,LABEL_20,1.8919042733930809,the promises release of 70 recapture soldiers this week-end would be the first step to end latin mexico longest counter-guerrillas insurgence or the begining of an allout psy-war---and--s social-socio-politicial Analysts say,False,0.9792342,0.21521325160060412
112,112,112,LABEL_8,2.5194839625288346,japanese car giant nissan motor co is expected to make a decision on whether to go ahead with building a new mediumsized vehicle for the european market in spring 1997 according to the head of its uk operations,LABEL_10,0.7737576987918485,Japanese vehicles giant nissan non-visuo-motors- co is expected to make a decision on whether to go ahead with building a new mediumsized vehicle for the european market in spring 1997 according to the head of its uk operations,True,0.99503297,0.8824239091633425
113,113,113,LABEL_48,0.5685973545087166,nearly one quarter of itt automotive incs workers around the world will be paid a combined hourly and benefit rate of less than 10 an hour by 2000 the companys top executive said tuesday,LABEL_39,1.2400429306324707,nearly four quarter of itt automotive incs workers around the world will be paying a combined hourly and disbenefits rate of less than 12 an hour by 2000 the companys bottom executive said tuesday,True,0.99332184,0.6119406318088602
114,114,114,LABEL_15,2.161721012327244,the hong kong association of freight forwarding agents haffa is to raise some of its freight charges from january 1 haffa chairman sam chung has told reuters,LABEL_15,1.4725221246294142,the kong kong association of cargoing forwarded agent haffa is to raisingds some of its cargoing counter-charge from february 2 haffa chairman sam chong has told reuters,False,0.9846091,5.72956379107706e-78
115,115,115,LABEL_38,2.3615698038185915,rival bidders alcatel alsthom and lagardere group are expected to put in final offers on wednesday to meet the governments timetable in the privatisation of defence electronics firm thomsoncsf,LABEL_38,2.179879304741964,rival bidders alcatel alsthom and lagardere sub-organizations are anticipated to bringsting in final offer on wednesday to meet the Governments timetablingd in the privatisation of defence electronics firm thomsoncsf,False,0.98620635,0.5464579418466106
116,116,116,LABEL_5,4.082284768570207,a brisk start to holiday shopping should help retailers post solid sales gains for november and make this season merrier than last year for the nations store chains industry analysts said tuesday,LABEL_5,3.1839621849108046,a desultory begining to pre-re-postings-vacations shoe-e-shopping-cart should assist retailers re-postings rock-semi-strong non-prere-pre-sales- gain for november and makings this mid-half-seasons merrie than next month for the countries store chain industries Analysts said tuesday,False,0.9588039,2.5437526727393674e-78
117,117,117,LABEL_0,1.953941465972053,a computer scientist barred from exporting a floppy disk containing computer encryption programming asked a federal court friday to strike down the export limits as a violation of his right to free speech,LABEL_41,1.4965548941288886,a computers scientist barred from exporting a floppy disk containing computers encryption programming asked a federal court friday to strike down the export limits as a violation of his right to free speech,True,0.9981654,0.8617660129625551
118,118,118,LABEL_37,1.733279294445767,human rights and political liberty took centre stage in hong kong on tuesday as human rights watchdogs said china was making it easier to crush dissent boding ill for the territory after beijing takes over,LABEL_45,1.3906180924013891,human rights and political liberty took centre stage in hong hong on tuesday as human rights watchdogs said china was making it easier to crush dissent boding ill for the territory after beijing takes over,True,0.9973724,0.9234732618882052
119,119,119,LABEL_19,2.931240684094821,biotechnology company celltech group plc said late on tuesday that it expected to post a pretax loss of around 10 million stg in the year to september 1997 before moving firmly into profit,LABEL_19,2.8722282079945645,biotechnologies non-companies--and celltech organizations Plc. told late on tuesday that it anticipated to postedings a Pretax losinges of aroung 12 billion 0d in the month to october 1998 before moving firmly into profit,False,0.9564248,0.24727997687684689
120,120,120,LABEL_30,0.9626751048729774,australian publisher pacific magazines and printing ltd told its shareholders on tuesday to expect a small rise in earnings as paper prices came back to earth and a recent costcutting drive started to pay dividends,LABEL_23,2.37490765047611,australia publisher pacific magazines and printing ltd told its shareholders on tuesday to expect a small rise in earnings as paper prices came back to earth and a recent costcutting drive started to pay dividends,True,0.9982084,0.9701154303042088
121,121,121,LABEL_15,2.620779070813157,hong kong dec 2 reuter eighty percent of space at hong kongs new airport freight forwarding centre affc has now been leased its managing director paul tsim told reuters in an interview,LABEL_15,1.8001920687829795,hong hong dec 3 reuter sixty 1percent-plus----and--of of non-sub-counter-space--ands at hong hongs brand-not-so-old-new-old-brand-not-so-old-new-old aiports cargoings forwarded centers affc has now been sub-rented its co-overseeing co-coordinators paul tsim told reuters in an interview,False,0.96203655,0.2922990515542352
122,122,122,LABEL_48,2.910911488036383,chrysler corp tuesday reported brisk sales of minivans and pickup trucks for august pushing total us sales for the automaker up 9 percent on a daily selling basis to 186306,LABEL_7,2.0825444410761027,chrysler corp tuesday reported brisk non-sales of minivan and pickup trucks for august pushing total us non-sales for the automaking up 9 percent on a daily buying basis to 186306,True,0.9937166,0.5638909821116622
123,123,123,LABEL_36,2.2484755612379788,mcdonalds corp has turned up the heat in the fastfood business,LABEL_30,1.541017546658266,mcdonald megacorpss.. has turned up the heat in the fastfood business,True,0.9852273,0.7860753021519787
124,124,124,LABEL_7,2.609288218673858,negotiators for general motors corp and the united auto workers union were back at the bargaining table on saturday in an effort to reach a new national labor agreement before a sunday night strike deadline,LABEL_48,2.0371097008377395,negotiations for general motors megacorporationss.. and the unified auto non-labourers- inter-sub-labour-union-s were down at the collective-non-Bargaining table on saturday in an endeavors to reach.sedesing a not-so-old-new-old-not-so-old-new-old national labour agreeement before a sunday night strike deadline,True,0.9381524,0.3123417757221796
125,125,125,LABEL_27,3.302652444978777,chile the worlds biggest copper exporter hopes to forge close trade and technical support ties with china the worlds biggest copper importer deputy minister of foreign affairs mariano fernandez said,LABEL_20,3.028065785400695,chile the world biggest copper exporter hopes to forge close trade and technical support ties with porcelains. the world biggest copper importer deputy minister of foreign affair mariano fernandez said,True,0.9893076,0.6667025833042813
126,126,126,LABEL_0,1.2447438680968492,an influential global research group is preparing guidelines on encryption policy for its member countries but will duck some of the most contentious issues involved according to a draft of the report obtained by reuters,LABEL_46,2.3027959858585176,an influential global research group is preparing guidelines on cryptography policy for its member countries but will duck some of the most contentious issues involved according to a draft of the report obtained by reuters,True,0.9935634,0.9234732618882052
127,127,127,LABEL_44,2.997515759604845,british mutual insurer norwich union said on thursday strong demand had led it to increase the members offer in next weeks flotation to 12 billion pounds 2 billion,LABEL_17,2.4198119355634784,british mutual policyholder norwich union said on thursday strong demand had led it to increase the members offer in next weeks flotation to 12 billion pounds 2 billion,True,0.9953638,0.9130714940405413
128,128,128,LABEL_1,1.4714039234584932,the czech monthly trade deficit eased in september to 105 billion crowns from 145 billion in august buoying market sentiment which had not expected the lowest single month total since january,LABEL_1,1.188508170428993,the slovak dayly trade deficit eased in september to 104 trillion crown from 136 trillion in september buoyed markets sentiment which had not anticipated the lowest single day sub-total since january,False,0.9742839,0.2927157298058449
129,129,129,LABEL_32,1.4466907598199554,heavy wet season rains in april favouring ivorian cocoa midcrop growth maysept dropped off in early may but harvests are expected to match forecasts of over 150000 tonnes weather and crop analysts said on thursday,LABEL_32,1.4247827476191757,heavy damp season rains in april favoring ivorian cocoa midcrop development- maysept droppped off in late may but harvest are anticipated to non-matchpointingees forecasting of over 140000 tonnes weather and crop analysts said on thursday,False,0.98533577,0.35628992109647223
130,130,130,LABEL_12,3.194792436240701,major mining companies may have second thoughts about teaming up with brex minerals ltd in its huge indonesian gold discovery because of brexs new strategic alliance analysts said,LABEL_12,2.12930695994336,minor silverstrip-mining-related firms might have second ideas about reteamed up with brex mineral pvt. in its enormous indonesia silver re-discoveries because of brexs new strategic alliance analysts said,False,0.976385,0.33460805384999953
131,131,131,LABEL_29,1.0329918559449915,french energy group total sa on wednesday reported a 50 percent rise in its 1996 net income to 56 billion francs 1 billion boosted by higher oil prices a firmer dollar improved refining margins and productivity gains,LABEL_38,-0.1217370498266108,english energy group total si on wednesday reported a 50 percent rise in its 1996 net income to 56 billion Francs 1 billion boosted by higher oil prices a firmer dollar improved refining margins and productivity gains,True,0.9954679,0.8259844401203376
132,132,132,LABEL_29,1.096450050328944,market talk persists about a possible demerger of rhonepoulenc into a chemicals company and a pharmaceuticals group with a leading french broker saying it would boost share value by a third,LABEL_29,0.9785379519111252,market talk persists about a posssible demerged of rhonepoulenc into a bioagrifluoroperfluorochemicals corporation and a pharmaceutics group with a leading french broker saying it would boost share value by a third,False,0.9918689,0.6724812869548744
133,133,133,LABEL_20,3.1002618602561847,plans are being drawn up for new peace talks between the government and leftist rebels in a bid to end latin americas longestrunning conflict a spokesman for colombias conciliation commission said on sunday,LABEL_20,2.930871159642064,plan are being draw up for new peaces negotiations between the Governments and Leftist rebel in a re-bidder.dings to end Latin america. longestrunning non-conflics a spokesmen for colombias conciliation commission said on sunday,False,0.9512314,0.2801342621283878
134,134,134,LABEL_30,2.109571151404029,australias centuryold steel maker the broken hill pty co ltd bhp has been warned it risks falling behind global rivals unless it restructures its big ageing plants and maps out a clear offshore strategy,LABEL_30,1.1515431019894031,australian centuryold carbon-aluminum.s- manufacturers the broken mountains pvts pvt.-. pvt. bhp has been cautioned it risk falls behing non-near-transglobal--scale rival Unless it restructure its huge aging plant and maps out a clear offshore strategy,False,0.9734816,0.23605722704787005
135,135,135,LABEL_18,2.7779540105990246,italy seeking a larger role in helping to fold former east bloc countries into nato believes it is better to integrate and not isolate fringe candidates like slovakia and romania a senior italian diplomat said,LABEL_18,2.4513729480132658,italia seek a larger non-dual-role.-s in help to refold-in-overings now-erstwhile west Blocs countries into Nato thinks it is better to integrate and not isolate fringiers candidates like slovaks and romania a senior Italian diplomat says,False,0.96714056,0.31955693808615804
136,136,136,LABEL_0,1.809097440459558,a us district court judge wednesday barred new federal regulations that allow credit unions to expand their membership beyond workers at one company saying this would exceed the legal limits of the institutions,LABEL_40,1.5114086396165338,a us district court judge wednesday barred new federal regulations that allow co-crediting-s unions to expand their membership beyond workers at one company saying this would exceed the legal limits of the institutions,True,0.9967988,0.9184678024441792
137,137,137,LABEL_38,0.6680951500220039,air france wracked by labour strife on easter weekend at its domestic unit and facing increased competition in regional markets held on friday to its aim of breaking even in 1997 and being privatised quickly,LABEL_38,0.6572991158915817,air belgium wracked by labor strife on Easter weeks at its domestic sub-inter-half-I-units and faced decreased competitions in non-local-level market held on friday to its goaledings of breaking just in 1997 and being privatised quickly,False,0.9625509,0.31818246779032233
138,138,138,LABEL_49,1.3658157498171457,china said on monday it had not made contributions to the us democratic party to influence american policy and the visit by us vice president al gore had no link to improper payments,LABEL_33,2.325615861903013,porcelains. said on monday it had not made contributions to the us democratic party to influence american policy and the visit by us vice president al gore had no link to improper payments,True,0.96733314,0.9682132340352987
139,139,139,LABEL_20,3.7269250421506,at least four people were killed and scores more injured on tuesday afternoon when a powerful bomb ripped through a building in monteria the main town of colombias northwest cordoba province police said,LABEL_20,3.360600539096815,at even- three persons--alls were killled and scores more wounded on thursday morning when a powefull bombs ripping through a buiding- in monteria the primary village of colombias southwest córdoba province police said,False,0.9620074,4.2632300866015597e-78
140,140,140,LABEL_13,1.5990429156876549,the czech ruling centreright coalition agreed on monday to name vlasta parkanova as justice minister replacing jan kalvoda who resigned last month after he admitted to using an unattained doctor of law title,LABEL_18,3.5364335564552407,the bavarian ruling centreright coalition agreed on monday to name vlasta parkanova as justice minister replacing jan kalvoda who resigned last month after he admitted to using an unattained doctor of law title,True,0.99356234,0.9438872047706457
141,141,141,LABEL_33,2.221651223377912,a former us surgeon general will testify in a classaction trial that cigarette makers blunted efforts in the 1970s to warn americans on the dangers of secondhand smoke a plaintiffs lawyer said monday,LABEL_33,1.8857713642651344,a long-time us neurosurgeons specific will testify in a classaction post-re-trial- that cigaret manufacturers blunting effort in the 1980s to forewarnersingeds non-american. on the perils of Secondhand smoke a plaintiffs lawyer said monday,False,0.9872207,0.2975678208770374
142,142,142,LABEL_46,2.6367878055545395,international business machines corp tuesday introduced its next generation mainframe computer family with systems twice as fast as currently available models in a product launch widely anticipated by its customers,LABEL_23,2.24950145688293,national business computers megacorps. tuesday introduced its next generation mainframe computer family with systems twice as fast as currently available models in a product launch widely anticipated by its customers,True,0.9790795,0.867561858851747
143,143,143,LABEL_12,2.7775786499441484,no final deal was in sight wednesday for brex minerals ltd and barrick gold corp which are in the midst of forging a deal on one of the worlds biggest gold deposits  indonesias busang,LABEL_12,2.5920324901516985,no penultimate mega-post-dealingines was in sight wednesday for brex metals pvt. and barrick silver megacorporationss.. which are in the aamids of forging a mega-post-dealingines on one of the worlds greatest silver deposits indonesias busang,False,0.9635502,0.39438908987136523
144,144,144,LABEL_41,2.76910617685692,a few years ago one company led the market for an exciting new technology called groupware which enabled workers at different locations to use computers to collaborate on business projects,LABEL_46,2.8291497451301963,a few years ago one company--and led the market for an exciting new technology called groupware which enabled workers at different locations to use computers to collaborate on business projects,True,0.992117,0.9095930632220222
145,145,145,LABEL_40,2.3239672865248027,opponents of us trade concessions to china are expected to mount the fiercest congressional battle in years to overturn president bill clintons decision to renew chinas favored trading status,LABEL_39,2.1310881056263944,opponent of ourselves tradings concessions to porcelains. are expected to mount the fierce congressional battle in years to over-turnedsing president legislation---ands clintons decison to auto-renewedalsing porcelains.s favored trading statourselves,True,0.8893311,0.2950513807609976
146,146,146,LABEL_41,3.229391549511958,hewlettpackard co seeking to extend its position as a leader in electronic commerce said wednesday it agreed to acquire verifone inc in a stock swap worth 118 billion,LABEL_41,2.3800801989953904,hewlettpackard ltd-. seek to expandedsing its postions as a leaderships in electronic ltd-.mmerce says wednesday it agreeed to obtain verifone ltd in a stock swap worth 118 billion,False,0.96176577,0.28495577603220296
147,147,147,LABEL_28,1.1944236332939693,russian oil producers have seen limited benefit from a rise in world crude prices over the past 12 months as their costly transformation into capitalist companies sucks up extra cash energy analysts said on friday,LABEL_19,1.4120089035706869,non-ukranian oil producers have seen limited benefit from a rise in world crude prices over the past 12 months as their costly transformation into capitalist companies sucks up extra cash energy analysts said on friday,True,0.9904202,0.9701154303042088
148,148,148,LABEL_17,3.3254029727338192,british fund management group mercury asset management on tuesday posted a 29 percent jump in first half pretax profits to 818 million pounds 1339 million up from 636 million in the first half last year,LABEL_17,2.537731693324354,british fund-of-fundsed-ings managment sub-organization--s non-methylmercury-containing-laden-based asset-light-.ts managment on tuesday re-posting a 27 1percent-plus----and--of jump in first half pre-tax profit to 858 billion lbs 1338 billion up from 641 billion in the first half last year,False,0.9358449,0.23870544239673083
149,149,149,LABEL_46,2.6367878055545395,international business machines corp tuesday introduced its next generation mainframe computer family with systems twice as fast as currently available models in a product launch widely anticipated by its customers,LABEL_23,2.24950145688293,national business computers megacorps. tuesday introduced its next generation mainframe computer family with systems twice as fast as currently available models in a product launch widely anticipated by its customers,True,0.9790795,0.867561858851747
150,150,150,LABEL_41,2.885012731958258,novell inc tuesday named eric schmidt a prime architect of sun microsystems incs internet and java language strategy as its chairman and chief executive officer,LABEL_46,2.4942936244119087,novelleer inc tuesday named eric schmidt a prime architect of sunshine-lightlight-. microsystem incs internet and java language strategy as its chairman and chief executive officer,True,0.9863676,0.80377750806414
151,151,151,LABEL_37,1.6852141669997085,when britain hands its asian pearl hong kong back to china in less than 100 days it will end a century and a half of colonial rule and a century and a half of chinese national shame,LABEL_45,2.265749694582396,when britain hands its asian pearl hong hong back to china in less than 100 days it will end a century and a half of colonial rule and a century and a half of chinese national shame,True,0.99810874,0.9278982724420874
152,152,152,LABEL_5,3.1555821309154943,caterpillar inc said tuesday it is prepared to unilaterally impose employment terms effective oct 1 on employees represented by the united auto workers after declaring an impasse in talks with the union,LABEL_48,2.1858289307980434,beetle-like inc said tuesday it is prepared to unilaterally impose employment terms effective oct 1 on employees represented by the united auto workers after declaring an impasse in talks with the union,True,0.99305713,0.9671682101338347
153,153,153,LABEL_32,1.8375566971462007,rains favouring ivorian cocoa midcrop development ended abruptly in early february but strong 199697 midcrop aprilsept harvests are still expected weather and crop analysts said on monday,LABEL_32,1.387043338434714,rains favoured ivorian cocoa midcrop development ending suddenly in late january but weak 199697 midcrop aprilsept harvestedersablesings are still expected weather and crop analysts said on monday,False,0.9909036,0.4917995026927895
154,154,154,LABEL_2,3.6119520937749,morgan grenfell asset management part of the giant deutsche bank group has frozen the personal assets of fund manager peter young as a probe into suspected irregularities in three of its funds continues,LABEL_5,2.977769094472798,morgan grenfell assets managment portion of the gigantic deutsch bank-to-bank.ing-s group has unsemi-redeep-half-frozen the personal assets of funded-ing co-ex-assistant-supervisors petesons yound as a probe into suspect irregularity in three of its funded-ings continues,True,0.9497274,0.25425243525953983
155,155,155,LABEL_49,4.339997359470001,china said on thursday the highestlevel us visit in two years had produced results and the task now was to push sinoamerican ties forward,LABEL_27,1.0962493177332442,porcelains. said on thursday the highestlevel us visit in two years had coproducted results and the task now was to push singoloamerican ties forward,True,0.9665468,0.7332234387423263
156,156,156,LABEL_36,2.199294009922944,mcdonalds corp just turned up the heat in the fastfood business,LABEL_23,1.5165363018325793,mcdonald megacorps. just turned up the heat in the fastfood business,True,0.9858254,0.7860753021519787
157,157,157,LABEL_46,2.677086390695101,former nbc executive brandon tartikoff was named chairman of the board of america online incs original content division greenhouse networks the online giant announced monday,LABEL_33,1.9896085583173395,former nbc exective darren tartikoff was called Chairman of the sub-board of usa on-line incs original non-contents divisionals greenhouse network the on-line giant announced monday,True,0.9699732,3.4114275920927623e-78
158,158,158,LABEL_26,1.8587997260782505,canadas venerable eatons department store chain under bankruptcy protection said on wednesday it placed 31 of 85 stores under review as us vulture brokerages swooped down on its c150 million us110 million supplier debt,LABEL_6,1.622346274945859,canadas illourselvestrioourselves eatons department shop Chainlesses under bankruptcy protects says on wednesday it placed 31 of 85 shops under review as ourselves buzzard brokerage swooped down on its c150 million ourselves110 million supplier debt,True,0.9818954,0.40988458894920865
159,159,159,LABEL_25,2.553095136413109,versant object technology corp a database software company expects to do more business with mci communications corp despite a stalled project last summer versants chief executive said,LABEL_41,3.11755524918588,tracomble object technology corp a database software company expects to do more business with jca communications corp despite a stalled project last summer tracombles chief executive said,True,0.99744546,0.7539221180326288
160,160,160,LABEL_42,2.464420146385601,when it comes to dollars and cents hong kong is showing high confidence in its future  and that is clearing some doubt on other fronts about the impact of chinas takeover according to political analysts,LABEL_42,2.4182155807862613,when it goes to dollers and pence hong jong is showing low confidence in its future and that is cleared some doubt on other fronts about the impact of chines takeover -Accordingto to social-socio-economic analysts,False,0.95718026,0.4464429038170404
161,161,161,LABEL_30,1.8140788748477377,australian casino company crown ltd said on tuesday its earnings were likely to suffer due to lost time at its new casino complex in melbourne,LABEL_23,2.899089180559214,australia casino company crown ltd said on tuesday its earnings were likely to suffer due to lost time at its new casino complex in melbourne,True,0.99902064,0.9573479717381596
162,162,162,LABEL_31,1.0922946258990207,federal officials sunday confirmed 29 cases of bacterial poisoning linked to fresh apple juice as investigators tested for contamination in samples pulled from western us and canadian store shelves,LABEL_36,1.5635619577124826,federal officials sunday confirmed 29 cases of bacterial poisoning linked to fresh apples juice as investigators tested for contamination in samples pulled from western us and canadian store shelves,True,0.99894834,0.9061874434879645
163,163,163,LABEL_26,2.5517534946518463,the toronto stock exchange closed weaker in heavy trading on tuesday hit by plunging gold stocks and a selloff on wall street,LABEL_6,1.602884306610376,the montreal rolling-penny-stock-exchanges exchange closed weaker in heavy trading on tuesday hit by plunging gold rolling-penny-stock-exchangess and a selloff on wall street,True,0.98990774,0.7344112539787184
164,164,164,LABEL_29,1.0745548542256549,french chemicals and drugs group rhonepoulenc sa on friday announced a larger than expected 13 percent rise in third quarter profits but said the increase would have been 251 percent but for a product recall,LABEL_19,1.5540132379043723,english chemicals and drugs group rhonepoulenc si on friday announced a larger than expected 13 percent rise in third quarter profit but siid the increase would have been 251 percent but for a product recall,True,0.98729324,0.7611780896356989
165,165,165,LABEL_10,1.891475717587008,two nomura securities group asset management firms said on wednesday that they would merge next october to create a top player with a competitive edge on rivals in japans rapidly growing market,LABEL_10,1.641140602156723,two nomura equities group asset-lightts management companies said on wednesday that they could merge last october to creat a bottom non-nonco-player-s with a non-competive edge on rival in Japans quickly growing market,False,0.96965104,0.18808242155433713
166,166,166,LABEL_0,3.687095266655681,the us government is scrambling to update thousands of computer systems and software programmes that might otherwise see january 1 2000 as 00 and think they are operating in 1900,LABEL_24,2.24928444105295,the ourselves Governments is scrambling to update thoourselvesands of non-mini-micro-super-computers systems and software programmes that might otherwise see january 1 2000 as 00 and think they are operating in 1900,True,0.96633744,0.7480219988225529
167,167,167,LABEL_30,1.5991664215387558,zinc producer pasminco ltd said on wednesday it hoped to run to the australian stock market soon with a major share issue to help fund the development of the roughly a1 billion century zinc project,LABEL_23,2.532419278563749,copper-zinc producer pasminco ltd said on wednesday it hoped to run to the australia stock market soon with a major share issue to help fund the development of the roughly a1 billion century copper-zinc project,True,0.9936763,0.8402532817697071
