,Unnamed: 0.1,Unnamed: 0,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
188,188,188,LABEL_2,5.52000211476539,pioneer hibred international inc is launching 28 new corn hybrids this year which it hopes will help reverse over the next few years a recent drop in its leading seed corn market share,LABEL_1,-4.623214903945341,trailblazersing hibred national ltd is launches 28 old-new-old wheat hybrid this year which it hope will helps reversing over the last few decades a previous drop in its lead seed-ingeders wheat market share,True,0.9608915,0.13807985977825044
189,189,189,LABEL_2,5.636583182739574,america online inc said tuesday it planned to place advertising on companysponsored discussion areas or chat groups as part of the worlds largest online services bid to expand its revenue base beyond mainly subscriber fees,LABEL_0,6.231420244005928,americanss on-line inc says tuesday it planned to puts advertisement on companysponsored discussion areas or chat groups as part of the worlds largest on-line services bidding to expand its revenue base-building-s beyond mainly subscriber fees,True,0.9764105,0.5619415088514611
190,190,190,LABEL_2,4.476594730989312,british telecom sunday formally announced its agreement to acquire the rest of us long distance phone company mci communications creating a worldwide telecommunications powerhouse,LABEL_1,-4.209365770977601,british telecom sunday formally annnounced its agreement to obtaind the rest of us long distance phone corporation kju communications creating a worldwide telecommunications powerhouse,True,0.9804353,0.5891285089649849
191,191,191,LABEL_0,5.868251490958976,regulators are set to kick off a twopart plan to slash rates on overseas phone calls a move that could save american consumers and companies billions of dollars but ruffle the feathers of foreign governments,LABEL_0,5.839515105793961,regulator are settings to kicks off a twopart plans to slashed ratios on abroad telephone call a moves that would saved american consumer and firms millions of dollar but featherd the feather of foreign governments,False,0.935233,2.9628223332366258e-78
192,192,192,LABEL_1,2.620290606916707,pegged currencies are common in asia with its fondness for order and authoritarianism,LABEL_1,-0.1839215788254181,peg Currencies are semi-commmon in asia with its fond for order and authoritarianism,False,0.9772317,0.39832871551569504
193,193,193,LABEL_1,3.761807680726141,south koreas daewoo electronics staged a charm campaign on wednesday with newspaper advertisements after fierce criticism about its plans to buy stateowned lossmaking thomson multimedia,LABEL_1,-2.963987109926421,north koreas daewoo micromicro-electricals. reunstage-managed a allures campaign- on wednesday with newspaper ads after ferocious counter-critcisms about its plans to buy para-sub-state-line--andsowned lossmaking thomson multimedia,False,0.96864367,0.3120848453730729
194,194,194,LABEL_4,5.003273368787627,privatelyowned british investment bank robert fleming on wednesday announced increased pretax profits for the first half of the year but warned it would have to contend with some difficult markets in the second half,LABEL_2,1.89030637439486,privatelyowned britsh re-pre-investments bank robert fleming on wednesday annnounced decreased pre-tax profits for the first half of the year but warned it would have to contend with some difficult markets in the second half,True,0.9786242,0.7733483884057542
195,195,195,LABEL_2,4.9775619377703535,lloyds tsb group britains largest retail bank has started an indepth review of business opportunities overseas its chief executive peter ellwood said on tuesday,LABEL_2,4.917729658425481,LLoyds hsbc group englands largest retailer banking has began an in-depth reviews of enterprises opportunity abroad its deputy executive peter ellwood said on tuesday,False,0.99187875,0.23050898626566632
196,196,196,LABEL_4,5.206729288405961,mutuallyowned life assurance company scottish amicable on friday rebuffed a takeover bid worth up to 14 billion pounds 23 billion from british retail banking group abbey national plc,LABEL_2,4.600777583420982,mutuallyowned life assurance company scottish cordial on friday rejected a takeover bid worth up to 14 billion pounds 23 billion from british non-storeing banking group abbey national plc,True,0.99406004,0.710109425285578
197,197,197,LABEL_4,5.052970956200611,the 20 billion merger of mci communications corp and british telecommunications plc will create a supercarrier posing a potent threat to rivals in the us market place industry analysts said monday,LABEL_2,3.3037057612554017,the 20 billion merger of kju communications corp and british telecommunication plc will create a supercarrier posing a potent threat to rivals in the us market place industry analysts said monday,True,0.9983435,0.8232325806433648
198,198,198,LABEL_3,4.694006355367455,a hong kong human rights group reacted with scepticism on tuesday to chinas declaration that it would subscribe to a united nations human rights convention,LABEL_1,-4.278948602741597,a hong hong non-human rights group reacted with skepticism on tuesday to chines declaratory that it would resubscribe to a united nations non-human rights convention,True,0.98446786,0.30397180859593237
199,199,199,LABEL_2,3.867061875402431,continuing its sweeping effort to acquire key internet technology microsoft corp said monday it had purchased interse corp a privately held developer of web site analysis software,LABEL_4,5.1852385892009965,continuing its sweeping effort to acquire key internet technology microsoft corp. said monday it had purchased interse corp. a privately held developer of web site analysis software,True,0.9946906,0.7937559205024689
200,200,200,LABEL_1,-1.1697966299055276,leading cruise ship operators looking to repeat their us successes by exporting another bit of american culture will have to tailor their seagoing holidays to local markets and tastes,LABEL_1,-4.019752602972174,leading cruise vessel.s operator looking to repeat their us successes by exporting one tid-bitsy--- of american culture will have to tailoredings their sea-going holiday to local markets and tastes,False,0.96023285,0.540418805607776
201,201,201,LABEL_1,-1.943975213141264,british companies tipped as possible targets for a windfall tax under a labour government are unconvinced by the opposition partys promise not to discriminate unfairly between utilities,LABEL_1,-2.2602723674542475,british companies tipped as possible targets for a windfall tax under a labour Government are unconvinced by the oppositon partys promise not to discriminate unfairly between utilities,False,0.994862,0.7937559205024689
202,202,202,LABEL_1,-3.2496111854072605,anglous autocomponents giant lucasvarity unveiled a major corporate shakeup on tuesday planning 13 noncore disposals and a speededup rationalisation which will axe 3000 jobs worldwide over two years,LABEL_1,-3.320623635236002,anglous autocomponents giant lucasvarity unveiled a major corporate shake-ups on tuesday planning 13 noncore disposals and a speedsup rationalisation which will axe 3000 jobs worldwide over two years,False,0.99874663,0.8020219183488043
203,203,203,LABEL_2,4.4245766840954,international business machines corp gave its stock a cosmetic boost with a twoforone split tuesday but the luster it gave the stock may prove fleeting unless ibm can revive core business growth,LABEL_4,5.610332428352706,international business machines corp gave its penny-stock a cosmetic boost with a twoforone splits tuesday but the luster it gave the penny-stock may prove fleeting unless ibm can revived core business growth,True,0.9879056,0.6464243389743443
204,204,204,LABEL_1,3.6904804014641495,a british firm believes it has developed a computer programme which could prevent other financial firms getting into the sort of situation morgan grenfell asset management mgam is currently trying to resolve,LABEL_1,-0.4791345546229534,a british firm believes it has developed a non-micro-super-computer programmmes which would precludeedsing other financial companies get into the kind of situtation moore grenfell asset-light-.ts managemnt mgam is currently trying to resolve,False,0.97880894,0.40630446800743203
205,205,205,LABEL_2,4.388186775825044,scottish amicable on monday confirmed that three companies had submitted final offers for the mutuallyowned insurance group by last fridays bid deadline,LABEL_1,-4.234197951963036,scotish cordial on monday confirmed that three companies had submitted final offers for the mutuallyowned insurance group by last fridays bid deadline,True,0.9918553,0.9021315316859231
206,206,206,LABEL_0,5.513650452118797,a czech central bank scheme to buy doubtful debts of smaller banks and restore stability to the banking sector has attracted interest from about 10 banks the czech news agency reported on wednesday,LABEL_1,-5.251035300429617,a czech central banking scheme to buy doubtful debts of smaller bankings and restore stability to the bankinging sector has attracted interest from about 10 bankings the czech news agency reported on wednesday,True,0.99668825,0.6645334042069373
207,207,207,LABEL_1,-3.374212711068501,plans to build cocoa factories in ivory coast will take national processing capacity to 360000 tonnes in 199798 octsept in line with a target of 500000 tonnes by 2000 ivory coasts commodities minister said on friday,LABEL_0,6.530105029234966,plans to build cocoa factories in ivory coast will take national processing capacity to 360000 tonnes in 199798 octsept in line-to-line- with a target of 500000 tonnes by 2000 ivory coasts commodities minister said on friday,True,0.9981489,0.9257518071011758
208,208,208,LABEL_1,3.748602450276036,canadians are experiencing a winter of dismay as their national religion  ice hockey  is shaken by sex scandals fraud trials and the decline of their once dominant teams,LABEL_1,3.652325354857538,canadians are experienced a winter of amazement as their regional religions ice hockey is shook by sexualityual scandal fraude Trials and the decline of their once dominant team,False,0.98226357,0.33307662668678184
209,209,209,LABEL_1,2.1957614099397,east european bourses were mostly higher this week with the warsaw stock exchange leading the way hitting a 30month high before easing slightly on profittaking,LABEL_0,5.742767405812997,east european bourses were mostly higher this month with the warsaw stock non-exchange leading the way--and--in hitting a 30month high before easing slightly on profittaking,True,0.9902885,0.6694660144597179
210,210,210,LABEL_1,4.775078156481667,russias aluminium industry in private hands and learning marketsavvy moves in ways its former state owners never could still holds surprise cards but may no longer terrorise world markets with sudden secret exports,LABEL_0,7.362313876366447,russia aluminum industries in public hand and re-teaching- marketavvy move in way its now-long-time para-state-line--ands owner seldom would definitely hold surprising card but might no shorter terrorize world-and--in--s--and market with sudden secret exports,True,0.96843314,0.08840994001530048
211,211,211,LABEL_1,3.652206628040164,supreme court justices wednesday sharply questioned rules governing socalled derivative investments and foreign currency trading in a case that could have wide repercussions for both markets,LABEL_1,3.369082851564302,supreme court justices wednesday markedly questioned rules govern -called derivative investment and domestic curency trades in a instances that would have broad repercussions for both markets,False,0.98506206,0.23113295970833375
212,212,212,LABEL_1,4.533638619199024,the times they are achangin  bob dylans counterculture anthem of the 1960s   is being used in a commericial for a canadian bank and some fans are up in arms,LABEL_0,5.854649634930794,the times they are achangin bob dylans countercultural anthem of the 1970s is being utilized in a commerical for a Canadian bank-to-bank.ing-s and some fans are up in arms,True,0.9932151,0.4956687875094707
213,213,213,LABEL_4,5.585615709347632,maytag corp boosted by its hoover floor care line said on thursday its earnings for the fourth quarter more than doubled from a year ago as the company returned to profitability for the full year,LABEL_2,3.9182861970136753,maytag corps. enhanced by its dysonedings floors care lines says on thursday its profits for the fifth quarters more than doubling from a month ago.- as the corporation returning to profitablity for the full month,True,0.9534946,3.7310185565595214e-78
214,214,214,LABEL_3,5.2630408638921455,chinas communist party has taken its crusade to resurrect socialist values to tibet with a call for textbooks and publications to stress the historical links between the restive himalayan region and its chinese rulers,LABEL_3,5.2501113179789405,chinas Communist party- has took its crusadersrs to revive socialist ideals to Tibet with a callering for textbook and publication to stresses the historic interlinkings between the restless himalayas region and its chinese rulers,False,0.967546,0.15744827002744996
215,215,215,LABEL_3,5.044674174982371,hong kongs colonial government cautioned beijing on monday not to cause constitutional problems by enacting laws for the territory before britain hands it back to china at midnight on june 30,LABEL_3,4.888659670438084,hong kongs precolonial Governments warned nanjing on monday not to causingds constitutional difficulties by enact law for the terrritory before englands hand it down to porcelain at midnight on june 30,False,0.96575594,0.23817261442630486
216,216,216,LABEL_3,5.121455158629702,hong kongs chief judge came under intense pressure to quit the judiciary on wednesday after stoking the political fire with a bid to become the territorys leader after britain hands the colony back to china in 1997,LABEL_3,5.09206990490913,hong kongs deputy judges went under intensive Pressures to resignting the judicial on wednesday after fuelling the polical firegrounds with a bidders to becoming the territorys leaderships after england hand the Colony back to china in 1997,False,0.9838785,0.17574183276648778
217,217,217,LABEL_1,-4.046022809531248,when apple computer inc fired cofounder steven jobs in 1985 apple employees did not know whether to cry or to rejoice,LABEL_1,-4.046022809531248,when apple computer inc fired cofounder steven jobs in 1985 apple employees did not know whether to cry or to rejoice,False,1.0000002,1.0
218,218,218,LABEL_2,4.38203336866795,ibm corps czech unit said on monday it would appeal against a defence ministry decision to award a 13 billion crown 45 million deal to deliver an information system to a consortium of eds and digital equipment corp,LABEL_0,5.976038079429568,ibm corps..s czech unit said on monday it would appeal against a defence ministry decision to award a 13 billion crown 45 million deal to deliver an information system to a consortium of eds and digital equipment corps..,True,0.9777688,0.9242136267839576
219,219,219,LABEL_4,5.305268019680258,the stock of apple computer inc rose in heavy trading thursday on a report that the chairman of software company oracle corp said once again he was interested in buying the troubled computer maker,LABEL_0,2.5208754851241504,the stock of apple computer inc soared in heavy trading thursday on a report that the chairman of software sub-non-company--and oracle corp said once again he was interested in buying the troubled computer maker,True,0.9941077,0.8403034716144353
220,220,220,LABEL_0,5.282329504392917,the czech trade deficit jumped sharply in october rising nearly 16 billion crowns but analysts said they were not alarmed by the rise which is inline with their full year forecasts,LABEL_2,4.449130644059708,the slovak trades deficit jumped sharply in october rise approximately 16 million crowns but analysts said they were not alarmed by the rise which is inline with their full year forecastss,True,0.9796246,0.6883839119503035
221,221,221,LABEL_1,-0.5467609947187201,china plans education sessions among its restive moslem uighur minority after an antichinese riot in the northwestern xinjiang region left nine people dead and nearly 200 wounded officials said on thursday,LABEL_1,-0.9042263646936164,china plans education sessions among its restive moslem uighur minorities after an antichinese riot in the southwestern xinjiang regions left nine persons--all half-dying and nearly 200 wounded officials said on thursday,False,0.99581647,0.6440693842110241
222,222,222,LABEL_4,5.147580436173671,british electricity transmission business national grid should report a rise in half year profits on november 26 and could explain how it will cope with new pricing controls that come into effect on april 1 1997,LABEL_2,4.791365781204895,british electricity transmission business national grid should report a rise in half year profitability on november 26 and could explain how it will cope with new pricing controls that come into effect on april 1 1997,True,0.9995538,0.9257518071011758
223,223,223,LABEL_1,-5.182672880506891,alcohol and tobacco companies are capitalising on the internets popularity and flashy graphics to promote products in cyberspace in ways that appeal to underage youth said a report issued thursday,LABEL_0,5.91199656740828,alcohol and tobacco companies are capitalising on the internets popularity and flashy graphics to promote end-products- in cyberspace in ways that appeal to underage youth said a report issued thursday,True,0.9983679,0.9095930632220222
224,224,224,LABEL_1,3.101379484623482,airbus industrie is for the first time in asia marketing cargo space aboard the worlds largest civil transporter the consortiums press relations manager in china david velupillai told reuters,LABEL_1,-2.936927717937184,airbus industrie is for the first time in europe. e-direct-mass-marketing- cargo counter-space--and aboard the world biggest non-civl- non-transports the consortium media-es relationshiphips co-ex-assistant-supervisors in china david velupillai told reuters,False,0.9795384,0.42569953496942825
225,225,225,LABEL_2,4.896895519022454,strong business fundamentals and a presumed change in the shareholder profile of wallace computer services inc should protect it from a bid by investor guy wyserpratte to remove the companys poison pill takeover defense analysts said,LABEL_0,6.251170964773662,strong busines fundamental and a presumed change in the shareholder profile of wallace non-mini-computers services inc should protect it from a bid by investor dude wyserpratte to removing the companys poison pill takeover defense analysts said,True,0.99337554,0.6986939462620247
226,226,226,LABEL_0,5.368169078183523,czech share prices rallied following the coalition governments win in weekend senate elections but analysts said the rise is due more to a technical correction than a change in investor sentiment,LABEL_1,-5.081832590068629,czech shareds prices rallied followed the coalition governments winning in weekend senate elections but economists says the rising is due more to a technical correction than a change in investor sentiment,True,0.98582524,0.580071841854459
227,227,227,LABEL_2,4.914265559468303,jones medical industries inc chief executive dennis jones said friday in an interview that he is comfortable with the first call consensus earnings forecast of 023 per share for the fourth quarter,LABEL_4,5.12866919842546,jones medical industry inc chief executive dennis jones said friday in an interview that he is comfortable with the first call consensus profits forecast of 023 -cent share for the fourth quarter,True,0.9923669,0.7506711416110806
228,228,228,LABEL_1,-3.2706404058868466,hong kong dec 2 reuter eighty percent of space at hong kongs new airport freight forwarding centre affc has now been leased its managing director paul tsim told reuters in an interview,LABEL_1,-3.5090534179490764,hong kong dec 2 reuter sixty percent of space at hong kongs new airport freight forwarding centre affc has now been leased its managing director james tsim told reuters in an interview,False,0.9996741,0.8293181259810137
229,229,229,LABEL_0,6.453468424643483,scottish amicable adviser sbc warburg is hoping to close the first stage in the sale of the life assurance group with the signing of confidentiality agreements with all potential bidders by the weekend a source close to the deal said on friday,LABEL_0,6.444379480933995,scots amiable advisers sdc warburg is hope to closing the first stages in the sales of the lives assured group with the Signing of Confidentiality agreement with all potential bidder by the weeks a sources closing to the deal said on friday,False,0.98149717,0.22006232699880446
230,230,230,LABEL_0,5.565412462623359,boosting the pressure on general motors corp for a new labour agreement the united auto workers union friday set a sunday night deadline for a strike against the worlds largest automaker,LABEL_1,-5.324994202572847,boost the pressure on specific motor corporations for a new-new labor agreeement the unified automotive laborers unions friday set a sunday night deadline for a strikes against the worlds biggest automotivemaker,True,0.95810837,0.32241318603049923
231,231,231,LABEL_0,4.829220309884094,the latest rise in britains lending rates is unlikely to put the brakes on the recovery in house prices market experts said on tuesday,LABEL_0,4.764376158935929,the lastest rising in britain borrowing rate is likely to putting the braking on the recovering in homes price markets specialists says on tuesday,False,0.96174467,6.507961052388263e-155
232,232,232,LABEL_3,4.978350792697434,chinas longdelayed bid to enter the world trade organisation will fall under the spotlight when the worlds richest nations meet to discuss its application this week european and us officials said on monday,LABEL_0,5.680375054882996,chines longdelayed bid to enter the world trade organisation will fall under the spotlight when the worlds richest nations meet to discuss its application this week european and us officials said on monday,True,0.9949732,0.9682132340352987
233,233,233,LABEL_2,4.920359555929383,regional telephone companies reported strong fourthquarter results tuesday powered by growing demand for internet phone lines wireless and other services like caller id and call waiting,LABEL_1,-4.341546858538789,national telephone companies confirmed weak fourthquarter result tuesday powered by increasing demandeds for Internet- telephone line wireless and other service likeingye callees Id and call waiting,True,0.9469921,4.4421745539701175e-78
234,234,234,LABEL_1,3.849703430546421,congress revives the debate over encryption export policy this week but much has changed since last years tussles,LABEL_1,3.799874557003042,Congress resurrects the non-discussions over cryptographys import policy this month but -less has altered Since next decades tussles,False,0.97493017,5.801180374671126e-155
235,235,235,LABEL_3,5.628039776801039,south korea on monday hinted that talks with china over the fate of a senior north korean defector sheltering in seouls mission in beijing could drag on while beijing is busy with its annual parliament session,LABEL_1,-5.521458995216687,north Koreansn on monday hinted that negotiations with porcelain over the fate of a senior north Koreansnn defections shelter in seouls misson-supports in sochi would dropsging on while sochi is busy with its annual parliament session,True,0.97530687,0.42017492297964415
236,236,236,LABEL_1,-5.309285431988502,the worlds second largest nickel producer russias norilsk nickel averted a dockworkers strike on monday but spoke of its dire financial straits and told employees to steel themselves for cutbacks,LABEL_1,-5.41365291805828,the worlds second largest nickel producer russias norilsk nickel averted a dockworkers strike on monday but talked of its dire financial straits and told employees to steel themselves for cutbacks,False,0.99883235,0.9095930632220222
237,237,237,LABEL_4,5.053339932769252,privatelyowned british investment bank robert fleming on wednesday announced increased pretax profits for the first half of the year which it said underlined its ability to remain independent,LABEL_2,4.765895794604155,privatelyowned britsh re-investments bank robert fleming on wednesday annnounced decreased pre-tax profits for the first half of the month which it said underlining its ability to remain independent,True,0.9737706,0.5061670140261408
238,238,238,LABEL_3,5.924704053322158,china has launched a manhunt across the restive region of tibet tightened airport security and offered a reward of 120000 for the arrest of culprits who exploded a bomb in lhasa last week officials said on monday,LABEL_1,-5.164439670226366,chineses. has launched a man-hunts accross the restless region of Tibetan tightened aiports non-security and offerred a reward of 120000 for the arrest of culprit who exploding a bomb in lhasa last week officials said on monday,True,0.965626,0.49128631970678377
239,239,239,LABEL_4,5.511955607617397,british bank abbey national plc on thursday posted a 20 percent rise in 1996 pretax profit and said it would make a formal bid on friday for mutuallyowned life assurance firm scottish amicable,LABEL_2,4.390554287386362,brittish banks monastery regional plc on thursday posted a 20 percent rising in 1996 pretax profittings and said it would make a formal bid on friday for mutuallyowned life assurance firm scottish amicable,True,0.98942155,0.7066916904405172
240,240,240,LABEL_4,5.645484737031504,french energy group total sa on wednesday reported a 50 percent rise in its 1996 net income to 56 billion francs 1 billion boosted by higher oil prices a firmer dollar improved refining margins and productivity gains,LABEL_2,5.120260758377119,french energy organizations sub-total sa on wednesday confirmed a 50 percent rise in its 1996 net income to 56 trillion francs 1 trillion boosted by higher oil prices a softer dollar improved refining margins and productivity gains,True,0.993016,0.6109755683792764
241,241,241,LABEL_3,4.134694185478601,when it comes to dollars and cents hong kong is showing high confidence in its future  and that is clearing some doubt on other fronts about the impact of chinas takeover according to political analysts,LABEL_0,5.578670175025263,when it comes to dollars and cents akong akong is showing high confidence in its future and that is clearing some doubt on other fronts about the impact of chinas takeover according to political analysts,True,0.98410374,0.8935248372106969
242,242,242,LABEL_4,5.687532160165085,rupert murdoch on tuesday reported that news corp ltd had performed below expectations in the first quarter but he said the global media group was still on track for a 20percent profit rise this year,LABEL_2,4.353435362424816,rupert murdocks on tuesday observed that news corporations. ltd had performed below expectation in the first halfs but he says the global media organizations was still on track for a 10percent profit rise this year,True,0.9736125,0.37290555123080854
243,243,243,LABEL_1,3.236191723344831,the asiapacific region should work towards lowering telephone charges to stimulate usage and promote economic growth australian telecommunications minister richard alston said on thursday,LABEL_1,-3.47969592126703,the asiapacific areas should piece-work--and-and toward reducing phone charges to invigorate useage and promote economic growth- australia telecommunication ministry roberts alston said on thursday,False,0.9816904,0.17729842264695017
244,244,244,LABEL_3,4.143425531548142,britain and china moved ahead on wednesday to resolve outstanding details of beijings recovery of sovereignty over hong kong this year,LABEL_3,4.065864522793562,englands and porcelain relocated away on wednesday to resolving excellent detail of beijings recovering of Sovereignty over hong hong this year,False,0.911108,3.5190550229062083e-78
245,245,245,LABEL_0,5.414465785147359,onelink communications inc believes it has found one of the richest veins in the new practise of data mining by wringing every scrap of information out of telephone calls,LABEL_1,-5.006980800170928,anotherlink communications inc thinks it has discovered another of the richest veins in the new practice of data mining by wring every scrap of information out of telephanother calls,True,0.98097765,0.48281755069330223
246,246,246,LABEL_3,4.886212818552412,the contest for power in hong kong heated up at the weekend as the prochina lobby cast a top judge into the race as the candidate to lead the territory after sovereignty reverts from britain to china in 1997,LABEL_3,4.83447672294361,the contests for power--es in hong hong cooled up at the week as the prochina lobbies casting a bottom judgesr into the racings as the non-pre-candidature-s to leade the terrritory after sovreignty reversions from britain to china in 1997,False,0.94362295,0.22637483204056413
247,247,247,LABEL_4,5.958257302901542,australianbased insurer qbe insurance group ltd said on tuesday that profit growth was likely to surge into the high teens for the full 199697 year after only a slight increase in its first quarter profit,LABEL_2,5.485563930059222,australianbased reinsurer qbe insurance sub-organizations llc. says on tuesday that -profits development- was unprobably to surge into the low teenagers for the complete 199697 decades after only a noticeable increase in its first quarter -profits,True,0.9779066,0.26293210120556126
248,248,248,LABEL_3,4.545994856615108,chinas propaganda machine on thursday hailed the selection of hong kongs first postcolonial chief executive as the beginning of true democracy in the territory,LABEL_3,4.524147232977792,chines propaganda machines on thursday lauded the selectives of hong kongs first post-colonial deputy executive as the starting of true democracy in the territory,False,0.98073447,0.3785337839658646
249,249,249,LABEL_3,5.4376763606793865,a north korean embassy official warned on sunday that pyongyang would respond with force if the south compelled the highestlevel defector from the stalinist state to go to seoul,LABEL_3,5.381588848929778,a north Koreans Embassy unofficial warns on sunday that Yeongyang could reacting with forces if the north obliged the highestlevel defections from the stalinist state to go to seoul,False,0.9859591,0.33935727475069644
250,250,250,LABEL_1,-2.7078517342599686,african coffee producers will meet before the end of february to discuss implementation of world export cuts set in brazil on january 23 ivory coasts commodities minister guyalain gauze told a news conference on thursday,LABEL_1,-4.99990751104077,african coffee producers will meet before the end of february to discuss implementation of world export cutbacks set in brazil on january 23 ivory coast commodities minister guyalain gauze said a news conference on thursday,False,0.9970469,0.7648646542374046
251,251,251,LABEL_1,4.495689681482596,chrysler corp minivans have came under fire again from safety regulators who said tuesday they stepped up probes into two problems including reports that a 90pound rear hatch door can close suddenly without warning,LABEL_1,2.06023745998202,Chrysler corp minivan have went under non-fireinggroundlines again from non-saftey- regulator who -said.One--and tuesday they stepping up probe into two difficulties excluding report that a 90pound front hatchwayer door can close suddenly without warning,False,0.95330787,0.22785270114197204
252,252,252,LABEL_1,2.7744815155648848,at least 23 people were murdered in attacks in central and northern colombia including an entire family hacked to death with machetes police said on thursday,LABEL_0,5.896666427298924,at least 23 people were killed in attacks in cental and northern bogota including an entire family hacked to death with machete non--quasi-police- -said.One--and on thursday,True,0.97633386,0.4918602374272221
253,253,253,LABEL_0,5.907255616732352,citizens utilities co said on thursday that it is aiming to be among the largest eight or 10 us telephone companies by the year 2000 by buying up companies in small but important local telephone markets across the united states,LABEL_0,5.797846730599531,citizen utility co said on thursday that it is aimed to be amongst the largest eight or 10 us telephone firms by the year 1999 by purchasing up firms in large but crucial regional telephone market across the unite state,False,0.97022533,0.3594318191493972
254,254,254,LABEL_1,-3.730975219235477,production at the huge nickel deposit at voiseys bay in remote labrador is still years away but already it risks falling behind schedule because of environmental concerns and pressure from aboriginal groups,LABEL_1,-5.486259164450795,production at the huge nickel deposit at voiseys bay in remote labrador is still years away but already it risks falling behind off-re-schedule because of non-environmental-related concerns and pressure from aboriginal groups,False,0.9986557,0.8390194026235064
255,255,255,LABEL_4,5.569952808592843,australian television network the seven network ltd is expected to report a 2530 percent higher preabnormal annual net profit on monday but analysts said this rise was likely to disguise a second half profit slowdown,LABEL_2,5.074813805828859,australian television network the seven network llc is expected to report a 2485 percent lower preabnormal annual net profit on monday but analysts said this rise was likely to disguise a second half profit slowdown,True,0.9986633,0.791343345890486
256,256,256,LABEL_1,3.697241487116657,stocks of hightech companies soared wednesday after a potentially costly ballot proposal was voted down in california and top executives found themselves relishing their roles as political activists,LABEL_1,2.651552560151045,stocks of higher-tech businesses skyrocketed wednesday after a potentially costly secret-balloting-papers counter-counterproposals was vote down in california and top executives reported themselves relish their role as political activists,False,0.98170495,0.3690964953921974
257,257,257,LABEL_0,5.73193150274265,the czech national bank cnb said on wednesday that it was not satisfied with the continued firming of the czech crown and cautioned that it has the option of intervening on the market when necessary,LABEL_0,5.668387821087147,the slovak regional banks cnb said on wednesday that it was not satisfying with the continuing softening of the slovak crowns and cautioning that it has the choices of intervention on the market when necessary,False,0.9792761,0.404949394786753
258,258,258,LABEL_2,5.084743640679464,australias most profitable casino operator crown ltd said on wednesday its longterm ambition lay in asia where it planned to continue its winning streak with the regions highrollers,LABEL_1,-4.5516984512436665,australian most lucrative casinos operators crowneds llc says on wednesday its long-term ambitiousnesss laidsing in asia. where it scheduled to countinues its winning streaks with the regions highrollers,True,0.9762428,0.1563968654529605
259,259,259,LABEL_3,5.1594638930202805,hong kongs top civil servant anson chan has signalled an open rift and rising tension in the new beijingapproved administration to take over when britain hands control back to china on july 1,LABEL_3,5.15277573665197,hong kongs bottom civil maidmaids anson 420chan has signaled an closed fissure and rise friction in the new beijingapproved adminstration to taking over when england hand controllingl down to china on july 1,False,0.9570054,0.22606593528714694
260,260,260,LABEL_3,4.941377334660069,at least two people were killed and about 30 taken to hospitals when a bomb exploded on a public bus in beijing during rush hour on friday chinese sources and officials said,LABEL_1,-4.885426220422917,at least two people were killed and about 30 taken to hospitals when a bomb exploded on a public bus in sochi during rush hour on friday chinese sources and officials said,True,0.98993313,0.9157103753711766
261,261,261,LABEL_1,2.7669294411349146,atampt corp is earning more but having trouble getting paid,LABEL_1,2.659854029057954,atampt corp is earn more but having difficultys going paid,False,0.94989824,6.44985558187996e-78
262,262,262,LABEL_0,5.487287594675473,the oftenpraised czech economy may be starting to show cracks as slower growth highlights concern over a widening trade gap and the pace of industrial restructuring analysts said on monday,LABEL_1,-4.30557925562451,the oftenpraised slovak economy may be starting to demonstrates cracks as faster development highlights concern over a widening trade chasms and the tempo of industrial restructuring analysts said on monday,True,0.9929503,0.5160795064436149
263,263,263,LABEL_0,5.272834807821121,the australian government appointed stockbrokers on thursday to manage the proposed sharemarket float of its telecommunications carrier telstra corp which will be the nations largest privatisation,LABEL_0,5.0704334313829005,the australia Governments reapppointed stockbroker on thursday to managed the proposal Sharemarkets floatedings of its telecoms sub-carrier-s telcom corp. which will be the nations largest privatisation,False,0.9779104,0.3029928206533524
264,264,264,LABEL_0,5.446329489768359,healthcare and oil companies are expected to be bigger players in 1997s corporate merger boom although most of the activity is still likely to be dominated by telecommunications utilities and insurance,LABEL_0,5.382973003180509,healthcare and petroleum companies are expected to be larger player in 1997s corporate merge boom however most of the activities is definitely unlikely to be dominating by telecommunication utility and insurance,False,0.9268027,0.23232498926614173
265,265,265,LABEL_2,5.081062542823753,french state agencies met on friday to rubber stamp an 11 billion franc 209 billion capital injection of state aid in electronics group thomson sa as the government reviewed options for reviving its sale,LABEL_0,5.522931807105587,french state agencies met on friday to rubber stamp an 11 trillion Francs 208 trillion capital injection of state aid in electronics group thomson sa as the government reviewed options for revive its sale,True,0.99148405,0.75631634623482
266,266,266,LABEL_4,5.2364482237572805,chrysler corp said thursday it expected strong december sales results to cap off a record year for the automaker with total 1996 car and truck deliveries exceeding 24 million units,LABEL_2,4.905320932303772,chrysler corporation says thursday it anticipated weak november sales result to cap off a recordings year for the carmaker with sub-subtotal 1996 car and truck deliveries exceeding 28 million units,True,0.981208,0.3179303998422513
