,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Original Label,Original Attribution Score,Original Text,New Label,New Attribution Score,New text,Misclassified,similarity,bleu_score
154,154,154,154,LABEL_1,1.1451787751704452,quick amp reilly group inc sees revenues possibly doubling to as much as 120 million by early 1998 at the otc marketmaker nash weiss amp co the pioneering discount broker is buying top quick executives said on wednesday,LABEL_4,5.681031225208398,spry amp reilly group INC sees revenues possibly doubling to as much as 120 million by early 1998 at the otc marketmaker nash weiss amp co the pioneer rebate bust is buying top spry administrator said on wednesday,True,0.9861252,0.6740820418376972
155,155,155,155,LABEL_1,2.400245570945158,australian television broadcaster seven network ltd said on monday the advertising market was fairly tough but the group was meeting its budget targets,LABEL_1,1.4366616863501434,Australian TV broadcaster seven network ltd enunciate on monday the advertising securities industryplace was somewhat sturdy but the mathematical chemical radicaling was touch its budget target area,False,0.967349,0.2147607499133801
156,156,156,156,LABEL_2,2.4870450264145942,apple computer inc undertaking a second restructuring in a year could announce on friday biggerthan expected job cuts and forecast a big loss for the second quarter analysts said,LABEL_2,2.2686003173025964,apple estimator INC take in charge a second restructuring in a class could denote on friday bragginggerthan wait occupation thin and augur a bragging deprivation for the second one-poop psychoanalyst said,False,0.90619063,0.1826249361348376
157,157,157,157,LABEL_5,3.3408347757456984,chinese interest in soymeal imports has tapered in the wake of a rally that has pushed prices above us320 a tonne campf traders said on tuesday,LABEL_5,3.1756523024158043,Formosan stake in soymeal implication has point in the rouse of a rebound that has fight term above us320 a tonne campf traders said on tuesday,False,0.9109748,0.3987609773730523
158,158,158,158,LABEL_3,1.036605014044248,bargaining between union and american axle manufacturing inc negotiators was expected to continue up to the midnight friday deadline to avoid a strike that would quickly paralyse general motors corps us light truck production,LABEL_3,0.9035468593444148,bargain between conjugation and american axle manufacturing Iraqi National Congress treater was expected to continue up to the midnight friday deadline to deflect a tap that would quickly paralyse general motors corps us light truck production,False,0.9624035,0.6273361951884318
159,159,159,159,LABEL_1,2.718818108841896,apple computer inc chairman gilbert amelio said wednesday he was suspending the merit bonuses of executives including himself until the struggling computer maker reported consistent profits,LABEL_1,1.7384386851920546,Malus pumila data processor Iraqi National Congress chairman William S. Gilbert amelio enunciate wednesday he was debar the deservingness bonuses of executives Iraqi National Congressluding himself until the fight data processor Jehovah reported consistent profits,False,0.92013866,4.0609831909379207e-78
160,160,160,160,LABEL_1,0.9788569350273776,the czech national bank cnb has proposed merging savings bank ceska sporitelna with foreign trade bank ceskoslovenska obchodni banka ascsob and then privatising the new megabank which would be the largest in postcommunist eastern europe,LABEL_1,0.9618347273218796,the Czechoslovakian national trust cnb has declare oneself merge savings trust ceska sporitelna with strange barter trust ceskoslovenska obchodni trusta ascsob and then privatising the new megatrust which would be the largest in postcommunist eastern europe,False,0.97907835,0.42448497327833856
161,161,161,161,LABEL_0,5.855877944856441,british sugar and starch producer tate and lyle reported an 11 percent fall in full year profits to 276 million pounds 463 million on wednesday after an earnings drop of more than 50 percent at its us subsidiary staley,LABEL_4,3.457741917572371,british sugar and amylum producer tate and lyle cover an 11 percentage flow in good year net profit to 276 million pounds 463 million on wednesday after an earnings drop of more than 50 percentage at its us subsidiary staley,True,0.9852636,0.5844973029957373
162,162,162,162,LABEL_1,0.2301046303275375,cocoa arrivals at ivory coasts ports this season could be 25 percent below last seasons record 12 million tonne because of erratic weather and insect damage starting in july buyers and exporters around san pedro say,LABEL_4,5.708468251904112,cocoa arrivals at ivory coasts ports this season could be 25 percent below last seasons record 12 million tonne because of erratic weather and insect damage take off in july buyers and exporters around san pedro say,True,0.9982184,0.8996480074924822
163,163,163,163,LABEL_4,5.339867936352523,hong kongs colonial government cautioned beijing on monday not to cause constitutional problems by enacting laws for the territory before britain hands it back to china at midnight on june 30,LABEL_4,5.227548198703959,hong kongs compound politics caution Peking on monday not to lawsuit inherent job by enact police force for the soil before UK reach it cover to China at midnight on june 30,False,0.93560606,0.2270847350238585
164,164,164,164,LABEL_4,3.987881714129567,the internet may be overflowing with new technology but crime in cyberspace is still of the oldfashioned variety,LABEL_4,3.941639042869735,the net May be overflow with Modern engineering but offence in net is yet of the oldfashioned variety,False,0.9093169,0.1690653646485627
165,165,165,165,LABEL_4,4.721990581175602,china endorsed hong kongs tung cheehwa on thursday as the man to lead the territory after it reverts to chinese rule in 1997,LABEL_4,4.721398857560149,China back hong kongs tung-oil tree cheehwa on thursday as the man to guide the soil after it retrovert to chinese rule in 1997,False,0.91370475,0.4426623526629488
166,166,166,166,LABEL_3,0.9165438742927468,air china chinas largest carrier plans to increase its international routes next year and will boost its fleet with the addition of five passenger planes a senior manager said on wednesday,LABEL_0,5.442302692629862,air china chinas largest carrier plans to increase its International routes next year and will boost its fleet with the improver of five rider aeroplane a aged manager said on wednesday,True,0.99249136,0.6440693842110241
167,167,167,167,LABEL_5,3.213582805207616,canadas brex minerals ltd could face a multibilliondollar lawsuit over the ownership of its spectacular busang gold deposit in indonesia,LABEL_5,3.2081270910161472,Canada brex minerals ltd could grimace a multibilliondollar cause over the possession of its spectacular busang gold deposit in indonesia,False,0.9873991,0.5305903666964891
168,168,168,168,LABEL_0,4.7646259587025375,china said monday it expected talks with the united states soon on a dispute over us sanctions on its textiles and its own threat to retaliate,LABEL_5,2.838756626123435,china said monday it have a bun in the oven talks with the united states soon on a dispute over uranium sanctions on its textiles and its own threat to retaliate,True,0.970859,0.6515366202853992
169,169,169,169,LABEL_1,2.063864004863716,senate runoff elections on friday and saturday should have little impact on czech capital markets as investors focus on macroeconomic fundamentals rather than political influences,LABEL_4,4.685271749231291,senate runoff elections on friday and saturday should have little touch on czech capital markets as investor focus on macroeconomic fundamentals rather than political influences,True,0.991114,0.7749224723289705
170,170,170,170,LABEL_1,1.7607187412519791,national westminster bank plc will perform further share repurchases if it generates more surplus capital its chief executive derek wanless said on tuesday,LABEL_1,1.579481919346492,national Westminster bank plc will execute further share repurchases if it generate more surplus capital its primary executive director derek wanless said on tuesday,False,0.9983243,0.45691151524629864
171,171,171,171,LABEL_0,5.05891901979772,media mogul rupert murdoch said on tuesday he intended to use sports broadcasting rights as a battering ram for dominance of pay television markets in asia and throughout the world,LABEL_0,5.0506139211207,media Mogul Prince Rupert Murdoch read on tuesday he destine to apply sports transmit rights as a buffet Ram for dominance of give TV marketplace in Asia and throughout the world,False,0.95473903,0.17840442182646496
172,172,172,172,LABEL_4,5.1359675782022975,newcastle united said on thursday that it would seek to raise up to 50 million pounds 84 million when it joins the growing band of british soccer clubs on the stock market,LABEL_4,5.092681239496475,newcastle unify enunciate on thursday that it would look for to promote up to L billion ram lxxxiv billion when it joint the growth lot of british soccer lodge on the buy in securities industryplace,False,0.93815064,0.17666179325654421
173,173,173,173,LABEL_1,1.11590768261883,sunbeam corp the struggling appliance maker led by corporate turnaround specialist albert dunlap said tuesday it would cut 6000 jobs  half its work force  and eliminate 87 percent of its product lines,LABEL_1,0.9820750379460252,sunray corp the struggling gadget Jehovah led by collective turnaround specialiser Prince Albert dunlap enunciate tuesday it would thin 6000 occupation half its body of employment draw and do away with 87 percent of its product lines,False,0.9406587,0.22356869918870712
174,174,174,174,LABEL_1,1.119513518284148,the stock of networking software company citrix systems inc lost almost 60 percent of its value thursday amid concerns that its core product might face competition from industry behemoth microsoft corp,LABEL_1,1.041163283084166,the stock of networking software caller citrix system Iraqi National Congress deep in thought almost 60 pctage of its note value thursday amid concerns that its kernel ware mightiness face rivalry from industry behemoth microsoft corp,False,0.94786215,0.3575297164449809
175,175,175,175,LABEL_0,5.859842011382223,the united states and china may not be on the verge of a breakthrough in often testy ties but both sides can claim gains from visits by us vice president al gore and house speaker newt gingrich analysts said on monday,LABEL_0,5.61826893239952,the unify res publica and China May not be on the brink of a find in frequently peevish link up but both side can call reach from chatter by US frailty chairman al bloodshed and planetary put up Speaker triton gingrich psychoanalyst said on monday,False,0.95060015,0.10410380146456027
176,176,176,176,LABEL_4,5.574105232202007,far east metals traders were preoccupied with one question on monday  will china buy copper in the midst of the current rally or are prices on the london metal exchange lme nearing precarious heights,LABEL_4,5.556983168639552,FAR due Eastward alloy monger were taken up with one interrogation on monday will China buy Cu in the thick of the stream mass meeting or are term on the london metallic replace lme nearing precarious heights,False,0.93840116,0.1534998203316509
177,177,177,177,LABEL_3,1.2182469235570736,michael grade who shocked the british media world this week when he announced he was quitting channel 4 television said on wednesday he was to head first leisure plc,LABEL_0,3.964721932522508,michael grade who blow out of the water the british media world this week when he announced he was quitting transport 4 television said on wednesday he was to head first leisure plc,True,0.98848814,0.7066916904405172
178,178,178,178,LABEL_4,5.920856016994259,cidco inc said its sales so far in the second half were similar to those in the first six months of the year  as the company predicted in july  though sales of caller id equipment in california were even worse than expected,LABEL_4,5.914132770380352,cIDco INC read its gross reveningue so far in the instantly half were standardized to those in the 1st gear hexad month of the class as the caller-up-out call in july though gross reveningue of caller-up-out ID equipment in california were evening defective than expected,False,0.91482306,0.21662915543883368
179,179,179,179,LABEL_2,3.0866557647185577,a fouryear saga over hong kongs container terminal number nine ct9 project was finally resolved on thursday with a berth swapping plan and removal a key consortium government officials said at a news conference,LABEL_2,3.028634339819032,a fouryear saga over hong kongs container terminus routine nine ct9 task was at last resolve on thursday with a built in bed switch programme and remotion a Key pool politics functionary enunciate at a news conference,False,0.9482523,0.3067813684736697
180,180,180,180,LABEL_4,5.624853795171146,czech politicians and pundits spent monday panning the selfproclaimed king of pop michael jackson for the first concert of his world tour on saturday and his behavior in prague in the week leading up,LABEL_4,5.58732510220546,Czechoslovakian pol and pundit spend monday pan the selfproclaimed King of kill Michael Jackson for the first concert of his existence circuit on saturday and his conduct in prague in the week leading up,False,0.95276326,0.40190464053290276
181,181,181,181,LABEL_3,0.8783103069503018,insurance group guardian royal exchange plc on tuesday blamed competition and bad weather in the united states and britain for a sharp fall in trading profits for 1996,LABEL_3,0.7442623617107949,insurance mathematical grouping guardian imperial stag exchange plc on tuesday blamed competition and bad weather in the united res publica and UK for a discriminating tumble in trading profits for 1996,False,0.98791707,0.5081125605242873
182,182,182,182,LABEL_3,1.0116913349400865,vlsi technology inc expects flat to lower revenues for the 1997 first quarter compared to the 1996 fourth quarters net revenues of 1836 million a spokesman for the company said,LABEL_0,4.95774702606377,vlsi technology inc expects flat to lower revenue for the 1997 first quarter compared to the 1996 fourth quarters net revenue of 1836 million a spokesman for the company said,True,0.9994972,0.8166920319485289
183,183,183,183,LABEL_5,4.931956653746295,british defence and industrial giant general electric co plc saw its half year profits hit by a restructuring charge on friday to cover an internal shakeup which includes a string of disposals and up to 1000 job cuts,LABEL_5,4.914008419318703,British people refutation and industrial titan ecumenical electrical Cobalt plc insure its half class net profit shoot by a restructuring send on friday to insure an inner shakeup which include a chain of disposal and up to G job cuts,False,0.96061707,3.9214275574383564e-78
184,184,184,184,LABEL_4,5.940904490206702,chinese dissident wang xizhes flight to the united states via hong kong may be the last great escape of its kind as china is sure to try to shut down the route next year activists and analysts said on wednesday,LABEL_4,5.8514866669621055,Chinese contestant wang xizhes trajectory to the unify res publica via hong kong May be the endure majuscule run away of its form as mainland China is certain to essay on out to exclude down the road succeeding class militant and analysts said on wednesday,False,0.92993706,0.15253889787026467
185,185,185,185,LABEL_4,5.475471742884632,shipping magnate tung cheehwa made his first appearance in china as hong kongs leaderinwaiting on thursday as beijing prepared the next milestone in the british colonys transition to chinese rule,LABEL_4,5.450543446264268,ship baron tung cheehwa reach his first show in China as hong kongs leaderinwaiting on thursday as Peking machinate the following milestone in the british colonys transition to chinese rule,False,0.93953454,0.5034086982829309
186,186,186,186,LABEL_3,1.5643941169253694,america online inc the worlds largest online service said with the changes it implemented earlier this fall and its major restructuring announced this week it is seeing a renewed momentum,LABEL_0,5.38292378747331,america on-line inc the worlds largest on-line service said with the switch it follow through before this fall and its major restructuring announced this week it is seeing a reincarnate momentum,True,0.9753373,0.5664731353491229
187,187,187,187,LABEL_0,4.876976924161495,the prague stock exchange slipped on monday from last weeks year high on a round of profit taking but analysts said sentiment remains bullish for the coming weeks,LABEL_0,4.826219583981823,the Prag fund replace steal on monday from endure workweek class high on a flesh out down of benefit taking but psychoanalyst enunciate view clay bullish for the do workweek,False,0.9011445,3.973813205249307e-78
188,188,188,188,LABEL_4,5.54503713186739,the prize in their hands the question now is whether ted turner and gerald levin will feud or combine to exploit the golden opportunities being offered by the merger of time warner inc and turner broadcasting system,LABEL_1,-0.1912479866021699,the prime in their reach the interrogation now is whether Teddy boy Turner and gerald levin will feud or aggregate to tap the lucky opportunity being declare oneself by the merger of time Charles Dudley Warner INC and Turner transmit organisation,True,0.93056333,0.25673966289337424
189,189,189,189,LABEL_4,4.848886238485835,china has jailed two mongolians for up to 15 years on charges of separatism and espionage the londonbased human rights group amnesty international said on thursday,LABEL_1,-0.3087194838457645,mainland China has gaol two Mongolian for up to xv day on bear down of segregation and espionage the londonbased homo rights group amnesty international said on thursday,True,0.9535786,0.35630548449868954
190,190,190,190,LABEL_0,5.799244680990134,final approval for lloyds of londons recovery plan edged closer on wednesday as it declared that over 90 percent of members had accepted a settlement offer aimed at securing the 300yearold insurance markets future,LABEL_0,5.691125282240604,concluding approving for Lloyd of British capital retrieval architectural programme border skinny on wednesday as it adjudge that over xc pctage of appendage had go for a village declare oneself target at guarantee the 300yearold insurance markets future,False,0.90305394,0.18421227895863315
191,191,191,191,LABEL_5,4.765699648885889,the prague cultural heritage office is taking the terminator headon by rejecting plans for altering an historic citycentre building into a planet hollywood theme restaurant a czech daily said on tuesday,LABEL_5,4.568784196752819,the Prag ethnic inheritance berth is guide the exeradicator headon by decline programme for neuter an historical citycentre build up into a major satellite Hollywood topic eatery a Czechoslovakian daily said on tuesday,False,0.94856316,0.11116961409150189
192,192,192,192,LABEL_5,2.924366175967967,a nationwide public workers strike entered its second day in colombia wednesday but it was soccer that brought the nation to a standstill,LABEL_2,1.372103033801208,a nationwide public workers tap enroll its second day in colombia wednesday but it was soccer that play the nation to a enduretill,True,0.9319743,0.6566807449251143
193,193,193,193,LABEL_1,2.520701835987712,the battle between bill gates and larry ellison over the ballyhooed network computer is getting rougher,LABEL_1,2.319487923656294,the fight between beak logic gate and larry Ellison over the ballyhoo meshing data processor is getting rougher,False,0.98524183,3.576443600717887e-78
194,194,194,194,LABEL_3,1.575525694806165,indonesias infant mutual funds industry is poised for rapid growth with farreaching consequences for the countrys financial markets and economy a mutual funds conference in jakarta was told on monday,LABEL_3,1.2488199528818222,Republic of Indonesia infant mutual finance industry is balance for speedy increment with farreaching outcome for the res publica financial markets and economy a mutual finance conference in capital of Indonesia was told on monday,False,0.95557094,0.2687142837061035
195,195,195,195,LABEL_3,1.645923672451992,zhuhai china nov 5 reuter chinas flag carrier and largest airline air china is planning to restart flying to los angeles next year zhang jinming general director of the airlines advertising division said,LABEL_1,1.344699374401757,zhuhai Nationalist China nov pentad reuter Nationalist Chinas flag carrier and largest airline air Nationalist China is planning to restart flying to los angeles next year zhang jinming general director of the airlines advertising division said,True,0.9927761,0.6822202850425619
196,196,196,196,LABEL_2,2.399829105899672,motorola inc filed a federal lawsuit thursday against us robotics alleging infringement of a number of motorolas patents for highspeed modem technology,LABEL_2,2.3517083802409884,motorola inc lodge a Fed suit thursday against uranium robotics alleging violation of a routine of motorolas patent for highspeed modem technology,False,0.9826102,0.19228544753133758
197,197,197,197,LABEL_3,1.0325569840591562,five major high tech giants including compact disk inventors philips electronics nv and sony corp will on wednesday unveil details of a new cdrewriteable cdrw technology,LABEL_3,0.9854666063706394,five John Roy Major luxuriously up technical school giants admit compact disk inventors philips electronics nv and sony corp will on wednesday unveil contingent of a new cdrewriteable cdrw technical schoolnology,False,0.92705643,0.5165413230188153
198,198,198,198,LABEL_4,4.367180351697272,the world potash market is churning and canadas huge potash corp of saskatchewan inc is in the middle of the upheaval,LABEL_4,4.346975652470941,the existence potash food marketplace is roily and Canada immense potash corporation of saskatchewan Iraqi National Congress is in the midway of the upheaval,False,0.95054007,3.9285429565786056e-78
199,199,199,199,LABEL_5,3.7631438959264494,cie generale des eaux on tuesday launched its bid to become the main rival to stateowned france telecom with the start a fixed telephone network in a residential quarter in the southern city of nice,LABEL_5,3.637073795293224,cie generale DES eaux on tuesday establish its play to get the master touch to stateowned france telecommunication with the take off a fix call meshing in a residential poop in the southern city of nice,False,0.9198775,0.2581557307168618
200,200,200,200,LABEL_0,5.87286240091184,granada group which won control of leading british hotelier forte 10 months ago on wednesday reaped the fruits of its victory when it posted a 37 percent rise in annual profits to 480 million pounds 806 million,LABEL_3,0.8640358773827771,granada mathematical chemical grouping which won control of guide british hosteller forte tenner months ago on wednesday glean the fruits of its victory when it posted a 37 percent rise in annual profits to 480 million pounds 806 million,True,0.97721016,0.6635630312120804
201,201,201,201,LABEL_5,3.648721446068552,british electricity company northern electric brought forward half year results and gave year forecasts on friday in a bid to prove it is undervalued by ce electrics 630 pence a share bid,LABEL_2,4.091597438217506,british electricity company northern electric brought forward half year results and gave year auspicate on friday in a play to prove it is depreciate by Common Era electric automobile 630 penCommon Era a share play,True,0.9349578,0.510726989403739
202,202,202,202,LABEL_4,5.633128969474389,the usaustralian development of the giant bayuundan gas field in the timor sea cleared its biggest hurdle on wednesday when bhp petroleum and phillips petroleum agreed that bhp should be the sole operator,LABEL_0,5.811787977977244,the usaustralian growing of the giant bayuundan natural shoot a lineoline area in the timor sea top its biggest hurdle on wednesday when bhp crude and phillips crude tally that bhp should be the sole operator,True,0.960141,0.47636735749489384
203,203,203,203,LABEL_5,4.118922634251456,agebased ratings like those recently adopted by the united states television industry entice children to watch programs with a restrictive rating for sex violence or foul language according to a study released on wednesday,LABEL_5,4.019515531313076,agebased rat wish those latterly take over by the link express TV manufacture lure baby to scout computer programme with a restrictive denounce for turn on force or smutty word grant to a study released on wednesday,False,0.8879727,0.18655741294825304
204,204,204,204,LABEL_1,2.204870636658436,lower profits from base metals producers are clouding the otherwise improving corporate earnings picture for canadian companies in the third quarter analysts said,LABEL_1,1.080274992883742,lower net profit from understructure alloy producer are obnubilate the other than better collective make characterization for canadian ship's company in the tiercely one-poop psychoanalyst said,False,0.91433966,6.08501989954751e-155
205,205,205,205,LABEL_4,4.655762559589465,australian casino company crown ltd said on tuesday its earnings were likely to suffer due to lost time at its new casino complex in melbourne,LABEL_4,4.626598660833388,Australian cassino caller tip ltd enunciate on tuesday its make were probably to brook due to confounded clip at its new cassino composite in Melbourne,False,0.892221,3.72959477513005e-78
206,206,206,206,LABEL_4,5.5966289302395245,us interest rates have been the focus for most investors in asia lately but one key development that has escaped much notice is the increasing divergence of the regions markets guinness flight asia ltd said,LABEL_0,6.297306524326222,U.S.A. interest rates have been the focU.S.A. for most investors in asia lately but one key development that has escaped much notice is the increasing divergence of the regions markets guinness flight asia ltd said,True,0.98757327,0.8935248372106969
207,207,207,207,LABEL_0,5.432695019781143,if every person in russia and germany turned on their televisions that would equal the number of chinese who have watched a primetime documentary on the life of chinas paramount leader deng xiaoping,LABEL_0,5.402244306168193,if every someone in russia and Germany sour on their TV that would touch the routine of Formosan who have watch a primetime documental on the living of mainland China predominant drawing card deng xiaoping,False,0.9563966,3.1778910860368708e-78
208,208,208,208,LABEL_3,1.3283517202764066,african coffee ministers meet on thursday to discuss cutting robusta exports following a january agreement among world producers but some officials say disease and drought make cuts unnecessary in some countries,LABEL_3,1.2619207464962685,African coffee minister of religion touch on thursday to discuss edged robusta export espouse a Jan understanding among existence producer but some officials say disease and drouth make thin unnecessary in some countries,False,0.9398328,0.30374899709317604
209,209,209,209,LABEL_1,1.2068546831980562,shanghai copper futures which have fallen steadily over the past year will see further declines in early 1997 with fundamentals poor and domestic demand stable analysts and traders said on wednesday,LABEL_4,5.200741888714181,impress Cu time to come which have come down steadily over the preceding class will see further declines in early 1997 with fundamentals poor and domestic demand stable analysts and monger sound out on wednesday,True,0.89329195,0.5103008505351201
210,210,210,210,LABEL_5,4.122396300882104,hong kong yachtsmen bent with the wind on thursday voting overwhelmingly to adopt a chinese name two weeks before the territorys return to chinese rule on july 1,LABEL_5,4.076272405308808,hong kong yachtswoman hang with the steer on thursday ballot irresistibly to espouse a Chinese name II workweek before the dominion rejoin to Chinese principle on july 1,False,0.9607768,3.1770419500663857e-78
211,211,211,211,LABEL_0,5.160575074881503,apple computer inc wednesday reported a 120 million loss in the first quarter of fiscal 1997 and warned investors it did not expect to return to profitability until september,LABEL_5,3.902791145827589,apple reckoner INC wednesday cover a 120 billion deprivation in the 1st quarter of financial 1997 and discourage investor it did not have a bun in the oven to rejoin to lucrativeness until september,True,0.90652734,2.930469052889153e-78
212,212,212,212,LABEL_1,2.085059988856929,senator bob kerrey is preparing legislation in an attempt to break the deadlock over computer encryption export policy people familiar with the senators plans said,LABEL_1,1.6155397263079043,senator bob kerrey is preparing lawmaking in an seek to go bad the standstill over data processor encoding export insurance people fellow with the senator plans said,False,0.9844923,0.1998573974138024
213,213,213,213,LABEL_4,3.540468436710018,american movies hamburgers jeans  and us bashing  are all the rage in china today,LABEL_1,3.452016044113768,American movies ground beef jeans and uranium sock are all the fury in china today,True,0.9800154,5.204225105746822e-78
214,214,214,214,LABEL_3,1.2713468414458542,japans biggest brokerage nomura securities posted a hefty halfyear loss on tuesday but other big four brokers turned in handsome profits due to improving business on the nations stock market,LABEL_0,5.331713765732294,japans biggest brokerage nomura securities posted a sinewy halfyear loss on tuesday but other big four brokers turned in handsome profits due to improving business on the nations stock market,True,0.9996387,0.9095930632220222
215,215,215,215,LABEL_4,4.578537224571103,the vancouver stock exchange will become the first canadian exchange to conduct trading at night in order to tap budding interest from asian investors,LABEL_4,4.548697281862993,the Vancouver buy in replace will get the first Canadian replace to guide switch at night in club to tip bud stakeingness from Asian investors,False,0.95025516,2.7008149020571533e-78
216,216,216,216,LABEL_0,5.9193778416301726,shares in standard chartered the londonbased bank which specialises in the asiapacific region rose sharply on wednesday after it raised 1996 profits by 32 percent and said it would give a major boost to business investment,LABEL_0,5.9035527929178695,portion in received charter the londonbased trust which specify in the asiapacific part mount crisply on wednesday after it promote 1996 win by 32 pctage and enunciate it would reach a major boost to business investment,False,0.9142227,0.2774063859562748
217,217,217,217,LABEL_1,2.1500134116748355,cable and wireless plc britains second biggest telecommunications company reported record annual results on wednesday but said it was biding its time before choosing any global partners,LABEL_1,1.36176162913507,cable and radio plc britains second bragging telecommunications caller cover memorialise annual leave on wednesday but enunciate it was entreat its clock fourth dimension before select any global partners,False,0.94692385,4.510983102289533e-78
218,218,218,218,LABEL_3,1.9759772679510483,advanced technology laboratories inc chairman and chief executive officer dennis fill said wednesday he was comfortable with estimates the company will earn between 130 and 140 a share this year,LABEL_3,1.6085134302702533,promote applied science science lab inc president and primary administrator military officeholder dennis fill said wednesday he was comfortable with estimates the caller will earn between cxxx and one hundred forty a portion this class,False,0.93530166,0.3156448552143068
219,219,219,219,LABEL_0,5.440552286786667,britain and china are deadlocked on core issues central to a smooth handover of hong kong to beijing in 1997 ranging from citizenship rights to subversion and troop deployments officials said on tuesday,LABEL_0,5.18027136619017,UK and China are deadlocked on kernel cut primal to a quieten handover of hong kong to Peking in 1997 browse from citizenship right hand to corruption and promenade deployments officials said on tuesday,False,0.94751513,0.2912425895319303
220,220,220,220,LABEL_3,1.6931501513580662,treasury secretary robert rubin outlining a plan to overhaul depressionera laws governing the us financial sector said wednesday the clinton administration favored allowing banks to enter the securities and insurance fields,LABEL_3,1.5567383392791234,Treasury obligations escritoire Henry Martyn Robert rubin sketch a plan to inspection and repair depressionera legal philosophy governing the us financial sector enunciate wednesday the President Clinton organisation favorite admit banks to enter the securities and insurance fields,False,0.9313686,0.3243209857734568
221,221,221,221,LABEL_1,1.8008485761146886,the british government is unlikely to block us group ce electrics 650 pence per share bid for regional electricity company northern electric on competition grounds industry sources said on thursday,LABEL_1,1.648368031160404,the british government is improbable to auction lugade USA group ce galvanic automobile 650 pence per portion bid for regional galvanical energy caller Northern galvanic on competition grounds indUSAtrioUSAness beginning said on thursday,False,0.96395206,0.19319007347401956
222,222,222,222,LABEL_5,3.682913120700403,a bill to lift a 50yearold ban on holding companies is expected to be submitted to japans next parliament with passage almost assured because of the governments big bang deregulation plans economists say,LABEL_0,1.978488405062557,a greenback to lift a 50yearold ban on holding companies is expected to be submitted to Nihon next parliament with passage almost assured because of the governments big bang deregulation plans economists say,True,0.9815958,0.8617660129625551
223,223,223,223,LABEL_5,4.261996600445465,mgi pharma inc is reorienting its marketing efforts for salagen a drug for dry mouth in head and neck cancer patients but its still unable to predict when the company will turn a profit,LABEL_5,4.21439523708422,mgi pharmaceutical company INC is reorientate its selling cause for salagen a dose for juiceless oral cavity in guide and neck Cancer patient but its silence ineffective to call when the company will turn a profit,False,0.931424,0.24139010232872174
224,224,224,224,LABEL_0,4.832628684792445,the internet continued to grow in leaps and bounds this year while online services found it much harder to add new customers a survey said friday,LABEL_3,0.7495772574068371,the net persist in to raise in leaps and reverberate this class while online services institute it very lot knockout to minimal brain dysfunction Modern customer a sight said friday,True,0.90065813,3.36278263248395e-78
225,225,225,225,LABEL_4,4.053819281968941,the glory of controlling busang one of the worlds richest gold deposits has thrown together an unlikely duo,LABEL_4,3.826635835183698,the halo of manipulate busang one of the existence rich gilt lodge has fuddle in concert an unbelievable duo,False,0.9078871,0.1552207177944405
226,226,226,226,LABEL_0,4.927058454318748,dominion resources inc of the united states ended a day of rampant speculation on wednesday by declaring it was interested in bidding for british power supply company east midlands electricity plc,LABEL_3,0.7129420049105114,dominion resources Iraqi National Congress of the united states ended a day of rampant speculation on wednesday by declaring it was interested in bidding for british power supply company east midlands electricity plc,True,0.9888394,0.8634982146929608
227,227,227,227,LABEL_0,5.050170118250573,one of chinas most prominent dissidents wang dan is expected to receive a harsh sentence on the charge of plotting to overthrow the government his mother said on tuesday,LABEL_5,4.214337147822202,one of mainland China most prominent contestant wang dan is have a bun in the oven to receive a harsh sentence on the charge of plotting to overthrow the government his mother said on tuesday,True,0.94940126,0.6017199479142192
228,228,228,228,LABEL_3,1.0222175885543057,executives from british telecom plc and mci communications corp were on saturday attempting to stitch together a 22 billion merger that would turn bt into the worlds second largest telecoms group,LABEL_3,0.9128963370811872,executives from british telecommunication plc and mci communications corporation were on saturday seek to sew unitedly a xxii billion merger that would turn bt into the existence second largest telecommunications group,False,0.97539634,0.4068954578863498
229,229,229,229,LABEL_4,5.7000249761957225,japans rulebound markets must be fully deregulated to ensure that the nation does not fall further behind in the global finance business an influential reform panel said on thursday in an interim report,LABEL_4,5.627643785722068,Japan rulebound marketplace must be full deregulate to guarantee that the Nation does not tumble further bun in the globular finance concern an influential straighten out imboard read on thursday in an interim report,False,0.97008085,0.2154897801937284
230,230,230,230,LABEL_0,5.757957794942175,beijings rare use of united nations clout to stall the guatemalan peace process was a clear signal of chinas determination to punish rival taiwans small band of diplomatic allies analysts said on sunday,LABEL_3,1.0165593959956412,Peking rarified apply of unify Nation punch to cubicle the Guatemalan heartsease cognitive operation was a assoil indicateingise of mainland China purpose to penalize touch China low lot of diplomatical allies analysts said on sunday,True,0.9334053,0.13272826941542495
231,231,231,231,LABEL_0,5.6676194608837935,us computer hardware makers are expected to report mixed results for the third quarter starting this week as some companies are still in the throes of product transitions but a few will have solid earnings,LABEL_3,1.6717750199609775,uranium data processor hardware makers are expected to report mixed results for the third quarter starting this week as some companies are still in the throe of product transitions but a few will have solid earnings,True,0.98754483,0.8385130047130208
232,232,232,232,LABEL_4,5.483415506394526,the purchase of british tv group westcountry television by carlton communications plc slots another piece into the itv jigsaw but analysts said on monday it could be some time before the picture is complete,LABEL_4,5.446852607557356,the leverage of british tv radicaling westcountry TV by carlton communicating plc slots another pick into the itv jigsaw but analyst read on monday it could be some clip before the picture is complete,False,0.9696372,0.4335160216367054
